MSOA11CD,MSOA11NM,LAD11CD,LAD11NM,RGN11CD,RGN11NM
E02000931,Wandsworth 009,E09000032,Wandsworth,E12000007,London
E02000932,Wandsworth 010,E09000032,Wandsworth,E12000007,London
E02000835,Southwark 029,E09000028,Southwark,E12000007,London
E02000836,Southwark 030,E09000028,Southwark,E12000007,London
E02000837,Southwark 031,E09000028,Southwark,E12000007,London
E02000838,Southwark 032,E09000028,Southwark,E12000007,London
E02000839,Southwark 033,E09000028,Southwark,E12000007,London
E02000840,Sutton 001,E09000029,Sutton,E12000007,London
E02000841,Sutton 002,E09000029,Sutton,E12000007,London
E02000842,Sutton 003,E09000029,Sutton,E12000007,London
E02000843,Sutton 004,E09000029,Sutton,E12000007,London
E02000844,Sutton 005,E09000029,Sutton,E12000007,London
E02000845,Sutton 006,E09000029,Sutton,E12000007,London
E02000846,Sutton 007,E09000029,Sutton,E12000007,London
E02000847,Sutton 008,E09000029,Sutton,E12000007,London
E02000848,Sutton 009,E09000029,Sutton,E12000007,London
E02000849,Sutton 010,E09000029,Sutton,E12000007,London
E02000850,Sutton 011,E09000029,Sutton,E12000007,London
E02000851,Sutton 012,E09000029,Sutton,E12000007,London
E02000852,Sutton 013,E09000029,Sutton,E12000007,London
E02000853,Sutton 014,E09000029,Sutton,E12000007,London
E02000854,Sutton 015,E09000029,Sutton,E12000007,London
E02000855,Sutton 016,E09000029,Sutton,E12000007,London
E02000856,Sutton 017,E09000029,Sutton,E12000007,London
E02000857,Sutton 018,E09000029,Sutton,E12000007,London
E02000858,Sutton 019,E09000029,Sutton,E12000007,London
E02000859,Sutton 020,E09000029,Sutton,E12000007,London
E02000860,Sutton 021,E09000029,Sutton,E12000007,London
E02000861,Sutton 022,E09000029,Sutton,E12000007,London
E02000863,Sutton 024,E09000029,Sutton,E12000007,London
E02000864,Tower Hamlets 001,E09000030,Tower Hamlets,E12000007,London
E02000865,Tower Hamlets 002,E09000030,Tower Hamlets,E12000007,London
E02000866,Tower Hamlets 003,E09000030,Tower Hamlets,E12000007,London
E02000867,Tower Hamlets 004,E09000030,Tower Hamlets,E12000007,London
E02000868,Tower Hamlets 005,E09000030,Tower Hamlets,E12000007,London
E02000869,Tower Hamlets 006,E09000030,Tower Hamlets,E12000007,London
E02000870,Tower Hamlets 007,E09000030,Tower Hamlets,E12000007,London
E02000871,Tower Hamlets 008,E09000030,Tower Hamlets,E12000007,London
E02000872,Tower Hamlets 009,E09000030,Tower Hamlets,E12000007,London
E02000873,Tower Hamlets 010,E09000030,Tower Hamlets,E12000007,London
E02000874,Tower Hamlets 011,E09000030,Tower Hamlets,E12000007,London
E02000875,Tower Hamlets 012,E09000030,Tower Hamlets,E12000007,London
E02000876,Tower Hamlets 013,E09000030,Tower Hamlets,E12000007,London
E02000877,Tower Hamlets 014,E09000030,Tower Hamlets,E12000007,London
E02000878,Tower Hamlets 015,E09000030,Tower Hamlets,E12000007,London
E02000879,Tower Hamlets 016,E09000030,Tower Hamlets,E12000007,London
E02000880,Tower Hamlets 017,E09000030,Tower Hamlets,E12000007,London
E02000881,Tower Hamlets 018,E09000030,Tower Hamlets,E12000007,London
E02006918,Hackney 028,E09000012,Hackney,E12000007,London
E02006921,Hackney 029,E09000012,Hackney,E12000007,London
E02006924,Redbridge 035,E09000026,Redbridge,E12000007,London
E02006925,Redbridge 036,E09000026,Redbridge,E12000007,London
E02006927,Greenwich 034,E09000011,Greenwich,E12000007,London
E02006928,Greenwich 035,E09000011,Greenwich,E12000007,London
E02006929,Greenwich 036,E09000011,Greenwich,E12000007,London
E02006930,Greenwich 037,E09000011,Greenwich,E12000007,London
E02006931,Greenwich 038,E09000011,Greenwich,E12000007,London
E02006792,Hounslow 029,E09000018,Hounslow,E12000007,London
E02006793,Enfield 037,E09000010,Enfield,E12000007,London
E02006794,Haringey 037,E09000014,Haringey,E12000007,London
E02006795,Harrow 032,E09000015,Harrow,E12000007,London
E02006796,Hillingdon 033,E09000017,Hillingdon,E12000007,London
E02006798,Lewisham 039,E09000023,Lewisham,E12000007,London
E02006853,Tower Hamlets 032,E09000030,Tower Hamlets,E12000007,London
E02006854,Tower Hamlets 033,E09000030,Tower Hamlets,E12000007,London
E02006799,Barking and Dagenham 023,E09000002,Barking and Dagenham,E12000007,London
E02006800,Redbridge 034,E09000026,Redbridge,E12000007,London
E02006801,Lambeth 036,E09000022,Lambeth,E12000007,London
E02006802,Southwark 034,E09000028,Southwark,E12000007,London
E02006882,Harrow 033,E09000015,Harrow,E12000007,London
E02006836,Sutton 025,E09000029,Sutton,E12000007,London
E02006782,Bromley 040,E09000006,Bromley,E12000007,London
E02006783,Lewisham 037,E09000023,Lewisham,E12000007,London
E02006784,Lewisham 038,E09000023,Lewisham,E12000007,London
E02006785,Bexley 029,E09000004,Bexley,E12000007,London
E02006786,Greenwich 033,E09000011,Greenwich,E12000007,London
E02006787,Bromley 041,E09000006,Bromley,E12000007,London
E02006788,Croydon 045,E09000008,Croydon,E12000007,London
E02006789,Bromley 042,E09000006,Bromley,E12000007,London
E02006791,Ealing 040,E09000009,Ealing,E12000007,London
