MSOA11CD,tenure_all_2011,owned_2011,rented_2011,owned_2011_pct,rented_2011_pct
E02000423,2516,1083,1394,0.430445151,0.554054054
E02000424,3088,1438,1586,0.465673575,0.513601036
E02000425,2116,775,1265,0.366257089,0.597826087
E02000426,2882,1517,1288,0.526370576,0.446911867
E02000427,2829,1084,1647,0.383174267,0.582184517
E02000428,2758,748,1912,0.271211022,0.693255983
E02000429,3207,1810,1352,0.564390396,0.421577799
E02000430,3462,1524,1854,0.440207972,0.535528596
E02000431,3133,1502,1591,0.479412703,0.507819981
E02000432,2879,1121,1714,0.389371309,0.595345606
E02006794,2911,493,2180,0.169357609,0.748883545
E02000554,4226,1010,3145,0.238996687,0.744202556
E02000555,3986,1458,2436,0.365780231,0.611138986
E02000556,4561,1387,3074,0.304099978,0.673975005
E02000557,3929,1007,2818,0.256299313,0.717230848
E02000558,3780,513,3193,0.135714286,0.844708995
E02000559,3882,1440,2340,0.370942813,0.602782071
E02000560,3177,1034,2069,0.325464274,0.651243311
E02000561,3413,1533,1816,0.449164958,0.532083211
E02000562,3594,1246,2288,0.346688926,0.636616583
E02000563,3652,830,2726,0.227272727,0.746440307
E02000564,5004,1162,3533,0.232214229,0.706035172
E02000565,3610,897,2612,0.248476454,0.723545706
E02000566,3662,1484,2110,0.405243037,0.576187875
E02000567,4937,1446,3391,0.292890419,0.686854365
E02000568,4063,736,3138,0.181146936,0.772335713
E02000569,4745,1241,3369,0.261538462,0.710010537
E02000570,4119,1715,2354,0.416363195,0.571497936
E02000571,3777,1000,2681,0.264760392,0.709822611
E02000572,3490,513,2864,0.146991404,0.820630372
E02000573,4204,1580,2528,0.37583254,0.601332065
E02000574,3840,1004,2721,0.261458333,0.70859375
E02000575,5583,1570,3890,0.281210819,0.696758015
E02000576,4322,758,3463,0.175381768,0.801249422
E02000577,3163,330,2740,0.104331331,0.866266203
E02000578,2454,310,2016,0.126324368,0.821515892
E02000579,4013,1316,2559,0.327934214,0.637677548
E02000580,4517,941,3487,0.208324109,0.771972548
E02000581,3311,413,2784,0.124735729,0.840833585
E02000582,3946,1601,2200,0.405727319,0.557526609
E02000583,3496,1590,1814,0.454805492,0.518878719
E02000584,3922,1870,1835,0.476797552,0.467873534
E02000585,3919,1757,1991,0.448328655,0.508037765
E02000586,3729,1587,1913,0.425583266,0.513006168
E02000587,3536,1695,1722,0.479355204,0.48699095
E02000588,4458,1647,2442,0.369448183,0.547779273
E02000589,4422,1529,2723,0.345771144,0.615784713
E02000590,3890,1147,2610,0.294858612,0.670951157
E02000591,3589,1012,2449,0.281972694,0.682362775
E02000592,3583,1494,1944,0.41696902,0.542562099
E02000593,4067,1601,2336,0.393656258,0.574379149
E02000594,3710,1681,1834,0.45309973,0.494339623
E02000595,3747,1763,1842,0.470509741,0.491593275
E02000596,3605,1686,1804,0.467683773,0.500416089
E02000597,3459,1037,2334,0.299797629,0.674761492
E02000619,3743,960,2679,0.25647876,0.715736041
E02000620,4398,1141,2990,0.259436107,0.679854479
E02000621,5083,1370,3413,0.269525871,0.671453866
E02000622,3482,1014,2414,0.291211947,0.693279724
E02000623,3409,756,2587,0.221765914,0.75887357
E02000624,3500,783,2669,0.223714286,0.762571429
E02000625,3383,693,2608,0.204847768,0.77091339
E02000626,3443,562,2801,0.163229742,0.813534708
E02000627,4042,1000,2870,0.247402276,0.710044532
E02000628,3972,647,3234,0.162890232,0.814199396
E02000629,3973,1276,2587,0.321167883,0.65114523
E02000630,3336,1257,1990,0.376798561,0.596522782
E02000631,3723,1480,2185,0.397528875,0.586892291
E02000632,4148,1401,2672,0.337753134,0.644165863
E02000633,3872,922,2781,0.238119835,0.718233471
E02000634,3021,761,2187,0.251903343,0.723932473
E02000635,4066,1202,2734,0.295622233,0.672405312
E02000636,3076,1612,1430,0.524057217,0.464889467
E02000637,3935,1569,2296,0.398729352,0.583481576
E02000638,4104,1249,2704,0.304337232,0.658869396
E02000639,3398,757,2575,0.222778105,0.757798705
E02000640,3785,1806,1930,0.477146631,0.50990753
E02000641,3442,766,2595,0.222545032,0.753922138
E02000642,4162,1651,2433,0.396684286,0.584574724
E02000643,3589,1456,2064,0.405684035,0.575090554
E02000644,3565,1627,1869,0.456381487,0.524263675
E02000645,3870,1646,2159,0.425322997,0.557881137
E02000646,3842,1710,2079,0.445080687,0.541124414
E02000647,3444,1843,1501,0.535133566,0.43583043
E02000648,3232,1025,2119,0.317141089,0.655631188
E02000649,4887,1842,2955,0.376918355,0.604665439
E02000650,3233,1167,2009,0.360965048,0.621404268
E02000651,3492,1630,1773,0.466781214,0.507731959
E02000652,2527,1471,994,0.582113178,0.393351801
E02006801,3840,833,2866,0.216927083,0.746354167
E02000653,3547,630,2708,0.177614886,0.763462081
E02000654,3336,518,2705,0.155275779,0.810851319
E02000655,3366,987,2284,0.293226381,0.678550208
E02000657,3776,1069,2615,0.283103814,0.69253178
E02000658,3538,1128,2325,0.318824194,0.657150933
E02000659,3284,1314,1931,0.400121803,0.588002436
E02000660,3659,1273,2279,0.347909265,0.622847773
E02000661,3139,1460,1652,0.465116279,0.526282255
E02000662,3317,1041,2182,0.313837805,0.657823334
E02000663,2903,1430,1442,0.492593868,0.496727523
E02000664,4452,1208,3022,0.271338724,0.678796047
E02000665,3504,1672,1767,0.47716895,0.504280822
E02000666,2859,1409,1371,0.492829661,0.4795383
E02000667,2595,1604,933,0.618111753,0.359537572
E02000668,2816,1721,1055,0.611150568,0.374644886
E02000669,3270,1502,1696,0.459327217,0.518654434
E02000670,2748,1178,1533,0.4286754,0.557860262
E02000671,3668,1842,1737,0.502181025,0.473555071
E02000672,3509,1417,2043,0.403818752,0.582217156
E02000673,3490,1849,1594,0.529799427,0.456733524
E02000674,3020,2031,940,0.672516556,0.311258278
E02000675,3419,2121,1241,0.620356829,0.362971629
E02000676,3252,1709,1495,0.525522755,0.459717097
E02000677,2692,1726,917,0.64115899,0.34063893
E02000678,2432,1231,1168,0.506167763,0.480263158
E02000679,3455,1516,1828,0.43878437,0.529088278
E02000680,3016,1235,1712,0.409482759,0.567639257
E02000681,3268,1541,1668,0.471542228,0.510403917
E02000682,3095,1492,1549,0.482067851,0.500484653
E02000683,2763,1186,1513,0.429243576,0.547593196
E02000685,3357,1374,1927,0.409294013,0.574024427
E02000686,2839,909,1869,0.320183163,0.658330398
E02000687,3436,1541,1845,0.448486612,0.536961583
E02006783,2893,1240,1610,0.428620809,0.556515728
E02006784,3168,1439,1659,0.454229798,0.523674242
E02006798,3210,685,2453,0.213395639,0.764174455
E02000714,2733,999,1633,0.365532382,0.597511892
E02000715,2234,761,1428,0.340644584,0.639212175
E02000716,2320,838,1409,0.361206897,0.607327586
E02000717,2400,842,1489,0.350833333,0.620416667
E02000718,2210,683,1473,0.309049774,0.666515837
E02000719,2937,814,2026,0.277153558,0.689819544
E02000720,2220,1057,1115,0.476126126,0.502252252
E02000721,2737,1000,1670,0.365363537,0.610157106
E02000722,2943,799,2013,0.271491675,0.683995923
E02000723,2737,1342,1346,0.490317866,0.49177932
E02000724,2434,1180,1205,0.484798685,0.495069844
E02000725,3671,730,2682,0.198855898,0.73059112
E02000726,3666,721,2768,0.196672122,0.755046372
E02000727,2251,908,1302,0.403376277,0.578409596
E02000728,2237,1065,1128,0.476084041,0.504246759
E02000729,2207,879,1267,0.398278206,0.574082465
E02000730,2443,1073,1331,0.439214081,0.54482194
E02000731,2825,1141,1640,0.403893805,0.580530973
E02000732,2326,652,1611,0.280309544,0.692605331
E02000733,3465,908,2475,0.262049062,0.714285714
E02000734,2672,587,1948,0.219685629,0.729041916
E02000735,2355,866,1434,0.367728238,0.608917197
E02000736,2574,996,1530,0.386946387,0.594405594
E02000737,3068,1420,1594,0.462842243,0.519556714
E02000738,2563,1406,1111,0.548575888,0.433476395
E02000739,2286,724,1471,0.316710411,0.643482065
E02000740,2556,582,1926,0.227699531,0.753521127
E02000741,2767,1273,1441,0.460065052,0.520780629
E02000742,2498,1083,1376,0.433546837,0.550840673
E02000743,2893,681,2136,0.235395783,0.738333909
E02000744,2942,831,2052,0.282460911,0.697484704
E02000745,2782,923,1780,0.331775701,0.639827462
E02000746,2574,575,1882,0.223387723,0.731157731
E02000747,4371,788,3350,0.180279112,0.766415008
E02000748,2230,890,1291,0.399103139,0.578923767
E02000749,3022,691,2181,0.228656519,0.721707478
E02000750,4370,1114,3148,0.254919908,0.720366133
E02000807,3705,1506,2018,0.406477733,0.544669366
E02000808,4167,996,2947,0.239020878,0.707223422
E02000809,5936,1969,3797,0.331704852,0.639656334
E02000810,4137,905,2928,0.218757554,0.707759246
E02000812,4385,909,3306,0.207297605,0.753933865
E02000813,3746,764,2855,0.203950881,0.762146289
E02000814,3876,1396,2363,0.360165119,0.609649123
E02000815,2516,520,1824,0.206677266,0.724960254
E02000816,3959,901,2828,0.227582723,0.714321798
E02000817,2809,363,2378,0.129227483,0.846564614
E02000818,3217,546,2557,0.169723345,0.794839913
E02000819,3415,580,2754,0.169838946,0.806442167
E02000820,3873,857,2896,0.221275497,0.747740769
E02000821,3097,418,2627,0.134969325,0.848240232
E02000822,3294,365,2880,0.110807529,0.87431694
E02000823,3155,791,2287,0.250713154,0.724881141
E02000824,3553,506,2964,0.142414861,0.834224599
E02000825,3545,559,2870,0.157686883,0.809590973
E02000826,3539,830,2606,0.234529528,0.736366205
E02000827,4304,613,3578,0.142425651,0.831319703
E02000828,3180,641,2397,0.201572327,0.753773585
E02000829,4334,1160,3034,0.267651131,0.700046147
E02000830,3783,1547,2139,0.408934708,0.565424266
E02000831,3918,1518,2218,0.387442573,0.566105156
E02000832,4106,1161,2770,0.282756941,0.674622504
E02000833,2973,1009,1905,0.339387824,0.640766902
E02000834,4198,1844,2275,0.439256789,0.541924726
E02000835,2930,1497,1383,0.510921502,0.472013652
E02000836,3362,1924,1388,0.572278406,0.412849494
E02000837,3300,2247,1014,0.680909091,0.307272727
E02000838,3862,1995,1805,0.516571724,0.467374417
E02000839,3381,1805,1468,0.53386572,0.434191068
E02006802,2867,688,2078,0.239972096,0.724799442
E02000864,3468,646,2727,0.18627451,0.78633218
E02000865,2763,478,2198,0.173000362,0.795512125
E02000866,3829,1307,2426,0.341342387,0.633585793
E02000867,4307,1120,2958,0.260041792,0.686788948
E02000868,2618,685,1881,0.261650115,0.718487395
E02000869,2485,684,1757,0.275251509,0.707042254
E02000870,2560,678,1802,0.26484375,0.70390625
E02000871,3107,489,2469,0.157386547,0.794657226
E02000872,3088,671,2349,0.217292746,0.760686528
E02000873,2792,661,2041,0.236747851,0.731017192
E02000874,2494,463,1972,0.185645549,0.790697674
E02000875,3437,551,2782,0.160314228,0.809426826
E02000876,2750,651,2036,0.236727273,0.740363636
E02000877,3252,618,2582,0.1900369,0.79397294
E02000878,3900,1002,2803,0.256923077,0.718717949
E02000879,2855,694,2069,0.243082312,0.72469352
E02000880,2090,504,1529,0.241148325,0.731578947
E02000881,2379,520,1728,0.218579235,0.726355612
E02000882,2884,425,2156,0.147364771,0.747572816
E02000883,2880,438,2353,0.152083333,0.817013889
E02000884,3707,685,2891,0.184785541,0.77987591
E02000885,2509,422,1956,0.1681945,0.779593464
E02000886,3185,1033,2071,0.32433281,0.650235479
E02000887,3165,614,2439,0.19399684,0.770616114
E02000888,3306,906,2206,0.274047187,0.667271627
E02000889,2879,952,1822,0.330670372,0.632858631
E02000890,3093,1430,1582,0.462334303,0.51147753
E02000891,5742,1345,4114,0.234238941,0.716475096
E02000893,2912,900,1944,0.309065934,0.667582418
E02000894,4510,1486,2900,0.329490022,0.643015521
E02006853,3320,715,2451,0.215361446,0.738253012
E02006854,2991,779,2076,0.260448011,0.694082247
E02000923,3632,1830,1676,0.503854626,0.461453744
E02000924,5295,1349,3599,0.25476865,0.679697828
E02000925,3412,1004,2338,0.294255569,0.685228605
E02000926,4283,1763,2344,0.411627364,0.547279944
E02000927,3228,1072,2108,0.332094176,0.653035936
E02000928,3635,2141,1447,0.588995873,0.398074278
E02000929,3201,695,2382,0.21711965,0.744142455
E02000930,4382,1836,2474,0.418986764,0.564582382
E02000931,3532,2032,1470,0.575311438,0.41619479
E02000932,4777,2259,2348,0.472890936,0.491521876
E02000933,3872,2127,1673,0.549328512,0.432076446
E02000934,4325,1785,2401,0.412716763,0.555144509
E02000935,2468,551,1861,0.223257699,0.754051864
E02000936,4057,1791,2164,0.441459206,0.533399063
E02000937,3130,1814,1275,0.579552716,0.407348243
E02000938,4032,1710,2172,0.424107143,0.538690476
E02000939,2915,1921,952,0.659005146,0.326586621
E02000940,3494,1284,2039,0.367487121,0.583571837
E02000941,4125,2326,1752,0.563878788,0.424727273
E02000942,3794,2318,1398,0.610964681,0.368476542
E02000943,3708,1823,1806,0.491639698,0.487055016
E02000944,2856,943,1830,0.330182073,0.640756303
E02000945,2764,872,1845,0.315484805,0.667510854
E02000946,3172,1512,1560,0.47667087,0.491803279
E02000947,3820,2241,1503,0.586649215,0.393455497
E02000948,4493,2101,2301,0.467616292,0.51212998
E02000949,4072,2351,1628,0.577357564,0.399803536
E02000950,3233,1622,1551,0.501701206,0.479740179
E02000951,2946,1330,1567,0.451459606,0.531907671
E02000952,2644,1152,1466,0.43570348,0.554462935
E02000953,3113,1485,1589,0.477031802,0.51044009
E02000954,2299,1258,1008,0.547194432,0.438451501
E02000955,2527,1089,1397,0.430945786,0.552829442
E02000956,3066,975,2010,0.318003914,0.655577299
E02000957,4238,1820,2279,0.429447853,0.537753657
E02000958,2973,1827,1099,0.614530777,0.369660276
E02000959,2980,1384,1521,0.46442953,0.510402685
E02000960,3055,1327,1574,0.434369885,0.515220949
E02000961,4064,1551,2405,0.381643701,0.591781496
E02000962,4424,1437,2812,0.324819168,0.63562387
E02000963,4141,973,3062,0.234967399,0.739434919
E02000964,5638,1207,4299,0.214083008,0.762504434
E02000965,3981,1425,2471,0.357950264,0.620698317
E02000966,4714,2027,2555,0.429995757,0.542002546
E02000967,3653,1467,2011,0.401587736,0.550506433
E02000968,5713,993,4566,0.173814108,0.799229827
E02000969,3719,650,2897,0.174778166,0.778972842
E02000970,4874,1503,3106,0.308370948,0.637258925
E02000971,4354,1305,2883,0.299724391,0.662149747
E02000972,4503,983,3318,0.218298912,0.736842105
E02000973,5312,1852,3320,0.348644578,0.625
E02000974,4380,1460,2698,0.333333333,0.615981735
E02000975,4621,1457,3017,0.315299719,0.652888985
E02000976,5041,1546,3316,0.306685182,0.657805991
E02000977,3895,987,2676,0.253401797,0.68703466
E02000978,3882,1793,1681,0.461875322,0.433024214
E02000979,3892,1227,2431,0.315262076,0.624614594
E02000980,4498,1332,2992,0.296131614,0.665184526
E02000981,4853,1730,2966,0.356480528,0.611168349
E02000982,4143,1003,2965,0.2420951,0.715664977
E02000983,4422,1052,3276,0.237901402,0.740841248
E02000002,2713,1259,1402,0.464061924,0.516771102
E02000003,3834,2501,1276,0.652321335,0.332811685
E02000004,2318,1687,599,0.727782571,0.258412425
E02000005,3183,1857,1275,0.583411876,0.400565504
E02000007,3441,1379,1996,0.400755594,0.580063935
E02000008,4591,2099,2403,0.457198867,0.523415378
E02000009,3212,1475,1601,0.459215442,0.498443337
E02000010,3292,1491,1712,0.45291616,0.520048603
E02000011,2289,1521,729,0.664482307,0.318479685
E02000012,3258,2254,951,0.691835482,0.291896869
E02000013,3125,1439,1616,0.46048,0.51712
E02000014,3531,1548,1940,0.438402719,0.549419428
E02000015,3170,980,2109,0.309148265,0.665299685
E02000016,2934,663,2210,0.22597137,0.7532379
E02000017,2729,1552,1127,0.568706486,0.412971785
E02000018,3326,1291,1970,0.388153939,0.592303067
E02000019,3010,1393,1517,0.462790698,0.503986711
E02000020,3460,1482,1893,0.428323699,0.547109827
E02000021,2949,1592,1282,0.539844015,0.434723635
E02000022,3261,482,2624,0.147807421,0.804661147
E02000023,2431,717,1667,0.294940354,0.685726039
E02006799,3624,1662,1888,0.458609272,0.520971302
E02000024,4110,3041,967,0.739902676,0.235279805
E02000025,3622,2272,1275,0.627277747,0.352015461
E02000026,2496,1898,537,0.760416667,0.215144231
E02000027,3705,1951,1628,0.526585695,0.439406208
E02000028,2473,1773,663,0.716942984,0.268095431
E02000029,3513,2233,1226,0.635639055,0.348989468
E02000030,3410,2649,688,0.776832845,0.201759531
E02000031,2817,1899,864,0.674121406,0.306709265
E02000032,2742,2353,361,0.85813275,0.131655726
E02000033,3317,2216,986,0.66807356,0.297256557
E02000034,3403,2189,1145,0.643255951,0.336467823
E02000035,3381,1880,1428,0.556048506,0.422360248
E02000036,3942,2571,1268,0.652207002,0.32166413
E02000037,3397,2220,1097,0.65351781,0.322931999
E02000038,4049,2570,1380,0.634724623,0.340824895
E02000039,2485,1811,643,0.728772636,0.258752515
E02000040,2649,1494,1048,0.56398641,0.395620989
E02000041,3120,1886,1174,0.604487179,0.376282051
E02000042,4421,2346,1959,0.530649174,0.443112418
E02000043,2693,1912,744,0.70998886,0.276271816
E02000044,2862,1347,1424,0.470649895,0.497554158
E02000045,4168,2093,1930,0.502159309,0.463051823
E02000046,2860,1438,1380,0.502797203,0.482517483
E02000047,4036,1645,2275,0.407581764,0.563676908
E02000048,3784,2595,1133,0.685782241,0.299418605
E02000049,3028,587,2290,0.193857332,0.756274769
E02000050,3853,1950,1797,0.506099144,0.466389826
E02000051,3537,2077,1350,0.587220809,0.381679389
E02000052,4163,2151,1940,0.516694691,0.466010089
E02000053,3244,1399,1708,0.431257707,0.526510481
E02000054,2774,1498,1216,0.54001442,0.438356164
E02000055,4179,1914,2154,0.458004307,0.515434314
E02000056,3390,2370,926,0.699115044,0.273156342
E02000057,2460,1351,1051,0.549186992,0.427235772
E02000058,3961,2462,1429,0.621560212,0.360767483
E02000059,3990,1813,2093,0.454385965,0.524561404
E02000060,3400,1675,1640,0.492647059,0.482352941
E02000061,3172,1609,1469,0.507250946,0.463114754
E02000062,2357,855,1439,0.362749258,0.61052185
E02000063,2503,1339,1098,0.53495805,0.438673592
E02000064,2450,1018,1365,0.415510204,0.557142857
E02000065,2728,1394,1288,0.510997067,0.472140762
E02000066,3795,1360,2389,0.358366271,0.629512516
E02000067,3580,2069,1453,0.577932961,0.405865922
E02000068,3041,1433,1428,0.47122657,0.469582374
E02000069,2495,1766,695,0.707815631,0.278557114
E02000070,3177,2591,525,0.81554926,0.165250236
E02000071,2782,2138,594,0.768511862,0.213515457
E02000072,4722,1928,2723,0.408301567,0.576662431
E02000073,3968,3542,387,0.892641129,0.097530242
E02000074,3185,1652,1416,0.518681319,0.444583987
E02000075,3172,2796,347,0.881462799,0.109394704
E02000077,2870,2320,511,0.808362369,0.17804878
E02000078,3036,2632,369,0.866930171,0.121541502
E02000079,3267,2558,658,0.782981328,0.20140802
E02000080,3702,2999,641,0.810102647,0.173149649
E02000081,3106,2375,696,0.764649066,0.224082421
E02000082,3356,3014,290,0.898092968,0.086412396
E02000083,3985,2808,1131,0.704642409,0.283814304
E02000084,4209,3625,528,0.861249703,0.125445474
E02000085,3084,2621,430,0.849870298,0.139429313
E02000086,2789,2506,255,0.898529939,0.09143062
E02000087,3142,2666,445,0.848504137,0.141629535
E02000088,2984,2650,307,0.888069705,0.102882038
E02000089,2899,2553,316,0.880648499,0.109003105
E02000090,3962,2809,1063,0.708985361,0.268298839
E02000091,4279,2964,1269,0.692685207,0.296564618
E02000092,2722,1499,1134,0.550698016,0.416605437
E02006785,2567,1886,645,0.734709778,0.251266069
E02000093,3408,2176,1120,0.638497653,0.328638498
E02000094,2738,1599,1051,0.584002922,0.38385683
E02000095,3117,1868,1178,0.599294193,0.377927494
E02000096,2518,1898,578,0.753772836,0.22954726
E02000097,2926,1845,1031,0.630553657,0.352358168
E02000098,2652,1425,1156,0.537330317,0.435897436
E02000099,2782,1442,1242,0.518332135,0.446441409
E02000100,2696,1768,875,0.65578635,0.324554896
E02000101,3312,1240,1929,0.374396135,0.582427536
E02000102,2496,1142,1288,0.457532051,0.516025641
E02000103,2994,1418,1482,0.473613894,0.49498998
E02000104,2213,1286,850,0.581111613,0.38409399
E02000105,2997,1479,1441,0.493493493,0.480814147
E02000106,3449,1450,1912,0.420411714,0.554363584
E02000107,4107,1475,2571,0.359142927,0.626004383
E02000108,2147,1176,922,0.547741034,0.429436423
E02000109,3264,1536,1559,0.470588235,0.477634804
E02000110,2969,1357,1565,0.457056248,0.527113506
E02000111,2914,1479,1360,0.50754976,0.466712423
E02000112,2892,1503,1300,0.519709544,0.449515906
E02000113,3306,736,2450,0.222625529,0.74107683
E02000114,3528,1081,2313,0.306405896,0.655612245
E02000115,3911,1249,2580,0.319355664,0.659677832
E02000116,3072,679,2238,0.221028646,0.728515625
E02000117,4557,1020,3367,0.223831468,0.738863287
E02000118,2849,1484,1292,0.520884521,0.453492453
E02000119,2597,335,2119,0.128994994,0.815941471
E02000120,4277,1436,2774,0.335749357,0.648585457
E02000121,2623,1393,1130,0.531071292,0.430804422
E02000122,3047,1659,1320,0.54446997,0.433212996
E02000123,5884,1415,4300,0.240482665,0.730795377
E02000124,4334,1776,2465,0.40978311,0.568758653
E02000125,4329,2094,2139,0.483714484,0.494109494
E02000126,3381,405,2875,0.119787045,0.850340136
E02000127,3675,1894,1695,0.51537415,0.46122449
E02000128,3006,2222,748,0.73918829,0.248835662
E02000130,3464,2040,1351,0.58891455,0.390011547
E02000131,4589,1775,2744,0.386794509,0.597951623
E02000132,4668,2481,2072,0.531491003,0.443873179
E02000133,3961,3360,534,0.848270639,0.134814441
E02000134,5106,2932,2091,0.5742264,0.409518214
E02000135,4402,1115,3165,0.253293957,0.718991368
E02000136,2207,1600,557,0.724966017,0.252378795
E02000137,3637,2645,953,0.727247732,0.262029145
E02000138,4057,2931,1054,0.722455016,0.25979788
E02000139,3202,2147,972,0.670518426,0.303560275
E02000140,3301,1517,1696,0.45955771,0.513783702
E02000141,3055,1973,1026,0.645826514,0.335842881
E02000142,3283,2506,722,0.763326226,0.219920804
E02000144,3831,2608,1170,0.680762203,0.305403289
E02000145,3376,1700,1566,0.503554502,0.463862559
E02000146,3508,2571,861,0.732896237,0.245438997
E02000147,3183,2725,430,0.856110587,0.13509268
E02000148,2633,2225,378,0.845043676,0.143562476
E02000149,3249,2178,1004,0.670360111,0.309018159
E02000150,3109,2536,541,0.815696365,0.174010936
E02000151,2994,2738,224,0.914495658,0.074816299
E02000152,2623,1605,963,0.611894777,0.367136866
E02000153,2860,2648,196,0.925874126,0.068531469
E02000154,3293,2503,737,0.760097176,0.223808078
E02000155,3057,2512,484,0.821720641,0.158325155
E02000156,4756,4058,622,0.853238015,0.13078217
E02000157,3300,2990,273,0.906060606,0.082727273
E02000158,2952,2115,799,0.716463415,0.270663957
E02000159,2749,2422,288,0.881047654,0.104765369
E02000160,2968,2576,359,0.867924528,0.120956873
E02000161,3369,3052,288,0.905906797,0.085485307
E02000162,2889,2140,717,0.740740741,0.248182762
E02000163,3072,2597,426,0.845377604,0.138671875
E02000165,2691,2364,281,0.878483835,0.104422148
E02006782,3091,2157,880,0.697832417,0.284697509
E02006787,3034,2377,602,0.783454186,0.19841793
E02006789,2662,2250,349,0.845229151,0.131104433
E02000194,4099,1940,2067,0.473286167,0.504269334
E02000195,3446,2468,883,0.716192687,0.256239118
E02000196,2553,1496,986,0.585977282,0.386212299
E02000197,3403,1823,1490,0.535703791,0.437848957
E02000198,3338,1651,1610,0.494607549,0.482324745
E02000199,3172,2056,1051,0.648171501,0.331336696
E02000200,3811,2036,1701,0.534242981,0.446339543
E02000201,3814,1437,2299,0.376769795,0.602779234
E02000202,2981,2014,910,0.675612211,0.305266689
E02000203,3062,1400,1567,0.457217505,0.511757022
E02000204,3146,1974,1081,0.627463446,0.343610935
E02000206,4009,1695,2185,0.422798703,0.545023697
E02000207,3592,1721,1738,0.479120267,0.483853007
E02000208,3821,1322,2248,0.345982727,0.588327663
E02000209,2919,1655,1215,0.566974991,0.416238438
E02000210,3371,2212,1067,0.656185108,0.316523287
E02000211,3279,2780,476,0.847819457,0.145166209
E02000212,2977,1358,1528,0.456163923,0.513268391
E02000213,4160,1166,2857,0.280288462,0.686778846
E02000214,2321,1854,409,0.798793623,0.176217148
E02000215,4991,2125,2748,0.425766379,0.550591064
E02000216,3028,1673,1314,0.552509908,0.433949802
E02000217,4273,1936,2188,0.453077463,0.512052422
E02000218,2369,1378,965,0.581680034,0.407344871
E02000219,2999,2662,288,0.88762921,0.096032011
E02000220,4847,1676,2928,0.345780895,0.604085001
E02000221,3866,1874,1876,0.484738748,0.485256079
E02000222,3539,2142,1311,0.605255722,0.370443628
E02000223,2875,796,2049,0.276869565,0.712695652
E02000224,3309,2047,1180,0.618615896,0.356603203
E02000225,2708,1504,1164,0.555391433,0.429837518
E02000226,2796,2535,232,0.906652361,0.08297568
E02000227,4851,3622,1166,0.746650175,0.240362812
E02000228,2924,2587,309,0.884746922,0.105677155
E02000229,2413,975,1392,0.404061334,0.576875259
E02000230,4004,2838,1057,0.708791209,0.263986014
E02000231,2543,2233,291,0.878096736,0.114431773
E02000232,2324,1931,371,0.830895009,0.159638554
E02000233,2391,1758,605,0.735257215,0.253032204
E02000234,3161,2175,876,0.688073394,0.277127491
E02000235,2694,2154,485,0.799554566,0.180029696
E02000236,2838,2490,330,0.877378436,0.11627907
E02000237,3090,2491,568,0.806148867,0.18381877
E02006788,2903,1570,1298,0.540819842,0.447123665
E02000238,3179,1994,1112,0.627241271,0.349795533
E02000239,2924,2058,814,0.703830369,0.278385773
E02000240,3770,1817,1815,0.481962865,0.481432361
E02000241,2366,1576,740,0.666103128,0.312764159
E02000242,2151,1371,743,0.637377964,0.345420735
E02000243,3068,1674,1317,0.545632334,0.429269883
E02000244,2658,1678,901,0.631301731,0.338976674
E02000245,3210,1124,1958,0.350155763,0.609968847
E02000246,3071,1465,1533,0.477043308,0.499185933
E02000247,3755,1794,1795,0.477762983,0.478029294
E02000248,2902,1387,1380,0.477946244,0.475534114
E02000249,2739,1470,1140,0.536692223,0.416210296
E02000250,2541,1844,645,0.725698544,0.253837072
E02000251,2442,1713,674,0.701474201,0.276003276
E02000252,3717,1217,2219,0.327414582,0.596986817
E02000253,3744,1583,2063,0.422809829,0.551014957
E02000254,2487,1713,724,0.688781665,0.291113792
E02000255,3622,2013,1543,0.555770293,0.426007731
E02000256,3782,1777,1868,0.469857218,0.493918562
E02000257,5873,2453,3304,0.417674102,0.562574493
E02000258,2544,1147,1339,0.45086478,0.526336478
E02000259,2283,1462,786,0.640385458,0.344283837
E02000260,2468,1404,988,0.568881686,0.400324149
E02000261,4110,1559,2236,0.379318735,0.544038929
E02000262,3771,1400,2270,0.371254309,0.601962344
E02000263,3155,1794,1233,0.568621236,0.390808241
E02000264,3205,1550,1575,0.483619345,0.491419657
E02000265,4747,1944,2611,0.409521803,0.550031599
E02000266,3711,1232,2262,0.331985988,0.609539208
E02000267,2847,1593,1151,0.559536354,0.404285213
E02000268,3824,1981,1751,0.518043933,0.45789749
E02000269,3245,2061,1124,0.635130971,0.346379045
E02000270,3331,819,2336,0.24587211,0.701290904
E02000271,2871,1820,993,0.633925462,0.345872518
E02000272,2579,1909,630,0.740209383,0.244280729
E02000274,3557,1837,1587,0.516446444,0.446162496
E02000275,2131,1089,980,0.511027687,0.459877992
E02000276,2634,1532,1063,0.581624905,0.403568717
E02006791,3068,1566,1451,0.510430248,0.472946545
E02000277,2651,1777,798,0.670313089,0.301018484
E02000278,3278,1522,1652,0.464307505,0.503965833
E02000279,4356,2046,2176,0.46969697,0.499540863
E02000280,3466,2266,1109,0.653779573,0.319965378
E02000281,3531,1969,1484,0.557632399,0.420277542
E02000282,3491,1357,2048,0.388713836,0.586651389
E02000283,2843,1784,1004,0.627506155,0.353148083
E02000284,3497,2352,1069,0.672576494,0.305690592
E02000285,2466,2126,302,0.862124899,0.122465531
