MSOA11CD,earnings_2011
E02001436,13605.11
E02001437,15899.85
E02001438,14500.41
E02001439,13146.03
E02001440,18324.88
E02001441,19479.44
E02001442,17176.63
E02001443,17528.83
E02001444,16021.94
E02001445,15735.41
E02001446,15485.75
E02001447,15309.51
E02001448,15220.29
E02001449,15536.49
E02001450,18657.96
E02001451,11191.18
E02001452,10899.07
E02001453,15868.45
E02001454,14105.05
E02001455,14079.7
E02001456,15161.44
E02001457,11321.01
E02001458,14937.11
E02001459,12350.89
E02001460,12833.74
E02001461,13834.82
E02001462,10684.95
E02001463,10825.86
E02001464,11011.62
E02001465,11581.43
E02001466,11867.53
E02001467,14564.89
E02001468,12881.59
E02001469,15730.72
E02001470,15382.17
E02001471,11677.99
E02001472,14270.79
E02001473,13147.63
E02001474,10590.68
E02001475,11335.48
E02001476,11498.07
E02001477,10425.04
E02001478,12742.1
E02001479,17350.01
E02001480,16667.4
E02001481,15177.03
E02001482,11001.67
E02001483,15419.66
E02001484,15322.86
E02001485,12568.1
E02001486,17151.05
E02001487,10980.46
E02001488,14256.85
E02001489,16817.27
E02001490,15284.13
E02001491,11860.74
E02001492,16789.81
E02001493,11185.75
E02001494,19712.62
E02001495,13169.73
E02001496,15505.9
E02001497,12872.59
E02001498,16041.13
E02001499,16669.62
E02001500,16433.99
E02001501,15480.97
E02001502,14626.51
E02001503,16969
E02001504,19022.37
E02001505,13909.84
E02001506,21114.01
E02001507,16647.35
E02001508,14591.39
E02001509,13625.03
E02001510,13332.63
E02001511,13663.49
E02001512,14504.01
E02001513,16011.89
E02001514,12537.45
E02001515,10397.9
E02001516,12136.39
E02001517,14188.56
E02001518,14162.3
E02001519,11725.02
E02001520,16738.05
E02001521,13259.27
E02001522,12566.92
E02001523,14387.83
E02001524,21534.05
E02001525,11471.85
E02001526,11308.57
E02001527,15042.53
E02001528,13890.59
E02001529,12504.7
E02001530,13023.48
E02001531,13066.04
E02001532,16570.85
E02001533,13370.54
E02001534,13089.03
E02001535,19451.64
E02001536,15270.41
E02001537,13834.69
E02001538,12972.97
E02001539,11047.5
E02001540,12941.58
E02001541,11963.38
E02001542,11666.23
E02001543,12109.75
E02001544,12792.53
E02001545,16228.02
E02001546,13109.01
E02001547,11359.9
E02001548,10195.71
E02001549,14895.51
E02001550,12242.39
E02001551,12503.2
E02001552,12904.91
E02001553,11848.42
E02001554,15024.84
E02001555,15229.07
E02001556,11331.95
E02001557,13486.87
E02001558,17606.46
E02001559,17788.85
E02001560,10207.84
E02001561,10806.76
E02001562,12469.64
E02001563,17268.27
E02001564,17894.21
E02001565,20837.57
E02001566,12943.62
E02001567,11896.84
E02001568,13675.49
E02001569,11759.79
E02001570,12444.26
E02001571,16211.36
E02001572,11227.49
E02001573,12210.86
E02001574,15753.3
E02001575,10264.27
E02001576,18460.52
E02001577,19946.49
E02001578,13135.64
E02001579,13696.86
E02001580,14491.25
E02001581,14163.91
E02001582,12585.03
E02001583,12360.72
E02001584,17884.04
E02001585,11996.32
E02001586,12576.19
E02001587,11828.76
E02001588,11097.46
E02001589,17847.48
E02001590,9710.78
E02001591,10161.87
E02001592,13876.84
E02001593,10172.43
E02001594,10339.41
E02001595,15121.76
E02001596,14251.46
E02001597,11311.29
E02001598,14321.13
E02001599,17929.86
E02001600,16012.97
E02001601,15790.31
E02001602,13681.92
E02001603,13246.37
E02001604,14352.1
E02001605,16756.14
E02001606,13355.91
E02001607,14057.2
E02001608,15589.43
E02001609,16814.16
E02001610,17190.55
E02001611,13963.53
E02001612,17380.25
E02001613,14411.84
E02001614,15178.58
E02001615,18071.41
E02001616,12584.95
E02001617,10327.77
E02001618,19378.41
E02001619,10663.38
E02001620,10848.17
E02001621,10989.78
E02001622,11592.27
E02001623,9498.79
E02001624,12692.95
E02001625,10092.25
E02001626,16678.36
E02001627,16087.3
E02001628,8780.87
E02001629,10734.52
E02001630,9733.37
E02001631,15349.2
E02001632,8716.17
E02001633,17456.1
E02001634,19372.87
E02001635,13989.4
E02001636,11099.38
E02001637,8458.36
E02001638,14409.6
E02001639,19615.21
E02001640,11876.96
E02001642,12460.46
E02001643,22787.24
E02001646,14711.91
E02001647,12376.31
E02001648,19293.7
E02001649,10366.3
E02001650,11276.07
E02001651,27896.23
E02001652,10759.66
E02001653,11620.14
E02001654,12886.88
E02001655,11577.76
E02001656,21113.86
E02001657,26201.8
E02001658,9154.94
E02001659,12040.48
E02001660,20128.77
E02001661,12713.68
E02001662,11748.6
E02001663,18833.38
E02001664,15404.93
E02001665,25815.91
E02001666,12443.46
E02001669,18114.63
E02001670,10367.11
E02001671,15435.9
E02001672,13350.73
E02001673,17335.14
E02001674,17242.7
E02001675,13402.23
E02001676,20524.2
E02001678,23577.73
E02001679,12806.24
E02001680,10401.11
E02001681,22021.37
E02001682,14462.07
E02001683,14618.33
E02001684,12164.65
E02001685,11335.29
E02001686,13721.47
E02001688,12051.71
E02001689,11311.22
E02001690,14140.66
E02001691,13474.12
E02001692,10352.58
E02001693,11207.63
E02001694,13230.77
E02001695,14357.86
E02001696,10715.68
E02001697,15820.07
E02001698,17173.8
E02001699,12668.36
E02001700,14126.86
E02001701,16576.65
E02001702,10486.72
E02001703,15017.04
E02001704,11715.13
E02001705,13215.94
E02001706,12600.64
E02001707,12611.77
E02001708,14493.44
E02001709,19425.81
E02001710,11493.59
E02001711,11862.17
E02001712,19232.67
E02001713,18791.17
E02001714,17012.82
E02001715,12384.94
E02001718,10882.97
E02001719,15451.18
E02001720,15209.92
E02001721,12724.98
E02001722,11625.13
E02001723,11860.45
E02001724,15082.34
E02001725,12416.84
E02001726,11029.03
E02001727,12165.35
E02001728,12629.3
E02001729,10506.46
E02001730,11603.72
E02001731,11187.92
E02001732,11045.33
E02001733,10800.92
E02001734,10495.93
E02001735,9037.21
E02001736,8742.74
E02001737,9833.28
E02001738,19138.82
E02001739,13328.63
E02001740,20613.05
E02001741,14810.02
E02001742,18070.38
E02001743,15780.86
E02001744,14522.55
E02001745,13259.27
E02001746,14706.93
E02001747,16385.55
E02001748,14562.8
E02001749,15122.02
E02001750,15673.02
E02001751,13816.08
E02001752,12310.94
E02001753,18067.84
E02001754,19005.06
E02001755,16721.68
E02001756,12543.88
E02001757,13580.62
E02001758,14217.7
E02001759,15006.82
E02001760,10538.4
E02001761,12980.08
E02001762,14594.73
E02001763,10650.33
E02001764,12573.6
E02001765,10686.85
E02001766,13110.55
E02001767,12635.46
E02001768,12825.81
E02001769,11354.99
E02001770,14832.4
E02001771,12273.86
E02001772,13744.91
E02001773,15617.65
E02001774,12416.9
E02001775,10609.84
E02001776,12323.65
E02001777,14194.56
E02001778,11614.74
E02001779,11110.06
E02001780,12445.67
E02001781,10422.86
E02001782,11813.91
E02001783,10500.29
E02001784,12100.78
E02001785,13262.66
E02001786,11619.69
E02001787,13657.72
E02001788,13263.58
E02001789,19635.74
E02001790,15751.5
E02001791,14825.14
E02001792,15259.29
E02001793,10375.57
E02001794,10522.56
E02001795,11271.36
E02001796,13827.74
E02001797,15796.58
E02001798,10711.82
E02001799,10784.47
E02001800,13392.93
E02001801,11099.94
E02001802,10341.35
E02001803,11742.01
E02001804,11224.59
E02001805,13553.88
E02001806,10522.97
E02001807,13197.89
E02001808,13250.12
E02001809,14404.12
E02001810,13736.86
E02001811,11149.81
E02001812,16372.81
E02001813,10031.22
E02001814,12304.76
E02001815,15873.57
E02001816,11710.97
E02001817,11354.56
E02001818,12277.05
E02001819,16548.18
E02001820,13019.45
E02001821,13713.09
E02001822,13581.59
E02001823,11451.21
E02001824,13324.38
E02001825,13214.64
E02001826,11569.72
E02001827,17560.44
E02001828,17808.29
E02001829,19963.51
E02001830,20290.8
E02001831,13579.35
E02001832,19009.39
E02001833,14669.93
E02001834,11150.9
E02001835,18630.48
E02001836,16493.67
E02001837,9538.68
E02001838,17967.61
E02001839,12030.2
E02001840,9830.98
E02001841,19982.1
E02001842,13058.16
E02001843,12962.39
E02001844,15723.32
E02001845,13679.15
E02001846,10864.41
E02001847,15228.59
E02001848,10834.39
E02001849,12551.28
E02001850,12153.43
E02001851,13563.73
E02001852,11477.89
E02001854,12409.96
E02001855,10513.93
E02001856,11987.99
E02001857,11215.53
E02001858,11454.74
E02001859,8180.32
E02001860,8963.18
E02001861,8195.79
E02001862,8650.79
E02001863,7235.3
E02001864,10264.59
E02001865,8104.39
E02001866,7204.99
E02001867,7041.26
E02001868,10464.17
E02001869,8497.74
E02001870,8921.04
E02001871,11079.41
E02001872,10313
E02001873,9072.49
E02001874,7320.22
E02001875,9927.66
E02001876,8981.25
E02001877,7004.14
E02001878,7628.65
E02001879,8389.81
E02001880,9314.2
E02001881,8157.65
E02001882,10613.9
E02001883,10857.91
E02001884,7484.06
E02001886,12947.33
E02001888,10352
E02001889,7614.98
E02001890,17781.9
E02001892,8741.73
E02001893,11452.59
E02001895,10566.54
E02001896,6847.24
E02001897,7747.8
E02001898,12979.35
E02001899,19680.29
E02001900,13637.77
E02001901,23389.17
E02001902,12384.82
E02001903,6878.71
E02001904,10363.46
E02001905,16861.07
E02001906,14593.2
E02001907,12772.02
E02001908,6804.37
E02001909,7596.28
E02001910,8000.64
E02001911,11725.81
E02001913,14137.36
E02001914,13281.05
E02001915,12045.77
E02001916,10256.75
E02001918,15677.08
E02001919,13909.41
E02001920,11787.02
E02001921,13114.71
E02001922,9745.41
E02001923,10478.85
E02001924,11721.07
E02001925,16009.15
E02001926,14088.97
E02001927,11386.5
E02001928,12342.16
E02001929,9709.48
E02001930,17055.2
E02001931,14040.96
E02001932,11218.8
E02001933,12967.77
E02001934,13073.32
E02001935,14409.93
E02001936,15994.94
E02001937,10760.94
E02001938,16036.91
E02001939,15161.78
E02001941,10789.16
E02001942,15318.55
E02001943,12892.39
E02001944,14611.85
E02001945,10555.53
E02001946,15659.33
E02001947,9905.58
E02001948,12021.94
E02001949,12868.48
E02001950,13544.13
E02001951,11303.53
E02001952,11185.15
E02001953,14493.3
E02001954,10970.56
E02001955,12627.37
E02001956,14174.15
E02001957,13453.72
E02001958,13112.52
E02001959,12707.07
E02001961,10718.36
E02001962,9936.71
E02001963,13792.25
E02001964,10116.16
E02001965,14653.97
E02001966,9017.89
E02001967,15792.78
E02001968,11467.13
E02001969,11215.33
E02001970,13091.17
E02001971,13945.24
E02001972,8079.21
E02001973,11380.28
E02001974,14432.77
E02001975,12842.34
E02001976,13923.59
E02001977,11388.98
E02001978,13000.43
E02001979,14918.96
E02001980,16823.82
E02001981,8962.8
E02001982,16373.67
E02001983,14952.34
E02001984,13179.16
E02001985,11217.26
E02001986,12305.6
E02001987,14019.59
E02001988,12520.26
E02001989,14012.46
E02001990,15254.76
E02001991,18766.93
E02001992,12145.97
E02001993,12478.98
E02001994,14298.31
E02001995,13747.52
E02001996,10983.86
E02001997,16724.35
E02001998,16273.56
E02001999,13878.52
E02002000,11334.16
E02002001,12471.52
E02002002,14956.33
E02002003,12247.53
E02002004,11699.46
E02002005,10307.52
E02002006,12927.18
E02002007,13007.64
E02002008,15739.8
E02002009,10583.13
E02002010,11720.63
E02002011,15744.92
E02002012,10841.63
E02002013,15243.1
E02002014,11297.95
E02002015,12499.6
E02002016,10169.75
E02002017,11430.84
E02002018,15303.52
E02002019,10852.46
E02002020,14011.04
E02002021,11248.07
E02002022,11315.44
E02002023,13791.34
E02002024,11412.55
E02002025,13382.23
E02002026,13889.33
E02002027,17500.38
E02002028,14736.95
E02002029,14946.54
E02002030,12596.33
E02002031,12733.1
E02002032,11458.13
E02002033,14054.17
E02002034,15270.39
E02002035,15974.69
E02002036,10734.08
E02002037,14026.62
E02002038,13952.44
E02002039,17082.92
E02002040,18207.88
E02002041,15304.43
E02002042,16108.78
E02002043,10663.13
E02002044,11106.24
E02002045,11467.19
E02002046,9594.16
E02002047,11358.46
E02002048,14563.23
E02002049,12163.83
E02002051,9505.5
E02002052,10083.54
E02002053,13295.09
E02002054,13308.28
E02002055,10444.53
E02002056,10370.7
E02002057,10725.3
E02002058,11005.35
E02002059,10607.33
E02002060,9198.66
E02002061,9151.3
E02002062,9667.26
E02002063,11765.17
E02002064,11139.78
E02002065,8532.25
E02002066,9694.07
E02002067,12676.9
E02002068,8438.24
E02002069,11733.6
E02002070,9400.76
E02002071,11327.66
E02002072,12473.38
E02002073,10291.66
E02002074,11553.46
E02002075,11994.77
E02002076,15783.66
E02002077,12197.78
E02002078,13937.11
E02002079,11805.5
E02002080,11597.73
E02002081,14794.41
E02002082,11324.95
E02002083,13444.93
E02002084,11837.27
E02002085,11741.96
E02002086,11344.91
E02002087,11328.24
E02002088,11940.95
E02002089,13925.32
E02002090,14796.36
E02002091,13880.64
E02002092,13286.59
E02002093,15385.53
E02002094,19120.77
E02002095,17564.58
E02002096,18033
E02002097,18983.32
E02002098,15389.85
E02002099,20798.63
E02002101,14408.69
E02002102,15715.48
E02002103,15692.42
E02002104,21850.94
E02002105,20121.74
E02002106,19873.23
E02002107,20074.18
E02002108,20982.07
E02002109,22268.45
E02002110,12789.93
E02002111,11434.63
E02002112,13560.65
E02002113,12506.11
E02002114,13137.02
E02002115,11253.59
E02002116,15367.81
E02002117,13024.49
E02002118,10569.44
E02002119,12514.9
E02002120,13150.45
E02002121,9458.74
E02002122,9738.56
E02002123,11747.7
E02002124,13895.98
E02002125,12344.04
E02002126,9488.47
E02002127,9519.44
E02002128,12631.71
E02002129,13018.26
E02002130,10103.55
E02002131,15865.36
E02002132,10172.82
E02002133,14389.64
E02002134,11465.03
E02002135,9380.58
E02002136,11744.02
E02002137,17641.68
E02002138,14540.02
E02002139,10986.08
E02002140,9289.24
E02002141,16101.64
E02002142,9353.77
E02002143,8483.26
E02002144,16135.84
E02002145,10270.57
E02002146,11113.76
E02002147,10268.16
E02002148,13217.62
E02002149,12374.16
E02002150,12103.47
E02002151,12117.93
E02002152,10193.44
E02002153,11835.88
E02002154,11807.44
E02002155,9063.15
E02002156,11855.6
E02002157,14935.53
E02002158,12086.25
E02002159,10308.8
E02002160,12380.49
E02002161,10746.98
E02002162,15801.55
E02002163,10814.44
E02002164,9200.76
E02002165,13831.62
E02002166,10342.7
E02002167,15676.08
E02002168,10741.07
E02002169,16095.26
E02002170,11086.31
E02002171,11089.6
E02002174,14262.18
E02002175,10447.44
E02002176,12857.74
E02002177,10487.98
E02002178,12255.07
E02002179,15669.04
E02002180,11899.84
E02002181,10785.64
E02002182,10415.61
E02002183,24349.4
E02002184,22260.88
E02002185,22596.39
E02002186,16056.09
E02002187,25685.77
E02002188,18146.68
E02002189,12171.36
E02002190,9820.88
E02002191,9569.96
E02002192,20833.1
E02002193,10929.9
E02002194,12835.77
E02002195,20069.65
E02002196,16361.46
E02002197,17867.5
E02002198,17404.91
E02002199,19450.88
E02002200,19527.33
E02002201,16008.09
E02002202,17552.25
E02002203,12369.53
E02002204,18564.02
E02002205,17560.31
E02002206,13152.64
E02002207,10921.51
E02002208,13361.57
E02002209,10213.89
E02002210,12853.36
E02002211,10863.86
E02002212,10444.36
E02002213,16316.32
E02002214,14256.89
E02002215,7854.57
E02002216,7163.4
E02002217,8969.42
E02002218,13122.06
E02002219,7735.74
E02002220,7536.85
E02002221,7467.57
E02002222,11115.43
E02002223,7961.27
E02002224,6759.11
E02002225,15367.25
E02002226,7179.99
E02002227,8804.46
E02002228,10891.66
E02002229,14325.3
E02002230,8024.93
E02002231,11802.07
E02002232,10211.86
E02002233,7468.52
E02002234,9002.07
E02002235,8925.21
E02002236,13075.44
E02002237,12831.22
E02002238,10901.74
E02002239,13595.54
E02002240,15700.21
E02002241,12128.87
E02002242,14141.93
E02002243,13698.81
E02002244,15843.77
E02002245,10989.92
E02002246,18639.05
E02002247,22881.96
E02002248,12145.44
E02002249,11802.57
E02002250,18301.29
E02002251,13780.52
E02002252,15326.9
E02002253,11310.67
E02002254,19720.57
E02002255,7148.71
E02002256,14848.44
E02002257,9007.82
E02002258,17792.94
E02002259,17916.31
E02002260,14981.96
E02002261,15189.85
E02002262,15727.31
E02002263,15574.53
E02002264,20716.2
E02002265,16392.88
E02002266,18023.37
E02002267,15281.66
E02002268,14220.53
E02002269,18158.81
E02002270,22950.56
E02002271,18008.75
E02002272,14484.56
E02002273,16851.7
E02002274,17433.25
E02002275,15073.42
E02002276,14432.88
E02002277,13620.73
E02002278,14613.72
E02002279,13611.04
E02002280,8924.07
E02002281,12095.06
E02002282,10859.56
E02002283,8687.48
E02002284,14766.9
E02002285,16531.69
E02002286,12272.21
E02002287,11730.47
E02002288,12392.18
E02002289,9211.79
E02002290,17781.2
E02002291,16670.9
E02002292,17724.38
E02002293,8227.04
E02002294,8913.43
E02002295,12297.53
E02002296,17542.31
E02002297,18752.09
E02002298,14629.98
E02002299,10627.11
E02002300,19115.45
E02002301,11043.34
E02002302,18746.23
E02002303,17388.86
E02002304,15413.22
E02002305,11717.18
E02002306,18946.28
E02002307,14372.74
E02002308,17132.32
E02002309,12294.71
E02002310,13767.15
E02002311,15402.76
E02002312,12763.01
E02002313,8867.52
E02002314,16572.05
E02002315,14419.26
E02002316,17794.12
E02002317,12850.75
E02002318,13486.77
E02002319,16456.01
E02002320,18017.41
E02002321,18726.62
E02002322,17944.36
E02002323,19533.95
E02002324,17575.59
E02002325,17549.66
E02002326,21850.63
E02002327,19361.27
E02002328,20726.87
E02002329,20679.77
E02002330,22498
E02002331,15942.65
E02002332,16084.34
E02002333,19002.99
E02002334,21586.65
E02002335,24800.88
E02002336,24426.39
E02002337,23711.89
E02002338,18931.01
E02002339,14812.54
E02002340,16986.47
E02002341,23850.05
E02002342,18938.62
E02002343,20727.65
E02002344,22344.38
E02002345,25839.53
E02002346,15892.38
E02002347,14152.77
E02002348,16077.94
E02002349,26288.52
E02002350,22564.44
E02002351,22123.97
E02002352,20440.6
E02002353,23828.72
E02002354,17272.27
E02002356,23604.74
E02002357,19773.67
E02002358,15108.02
E02002359,21399.35
E02002360,20394.01
E02002361,20852.2
E02002362,12540.73
E02002363,28197.56
E02002364,11068.93
E02002366,15837.34
E02002367,11846.8
E02002368,21675.22
E02002369,11401.73
E02002370,11838.11
E02002371,12474.4
E02002373,11790.65
E02002374,15972.8
E02002375,11535.77
E02002376,9196.08
E02002377,7999.84
E02002379,10111.78
E02002380,14487.6
E02002381,18001.51
E02002382,9184.82
E02002383,8629.33
E02002384,11157.63
E02002385,12491.27
E02002386,16735.31
E02002387,12487.26
E02002388,13376.68
E02002389,10685.73
E02002390,13735.03
E02002391,16266.3
E02002392,11432.72
E02002393,10667.08
E02002394,10601.88
E02002395,15381.01
E02002396,15084.56
E02002397,14511.23
E02002398,16138.89
E02002399,11898.88
E02002400,11188.15
E02002401,10346
E02002402,20038.02
E02002403,15140.52
E02002404,14255.38
E02002405,15553.93
E02002406,18339.1
E02002407,10622.78
E02002408,15771.89
E02002409,13611.18
E02002410,14567.4
E02002411,14022.67
E02002412,16466.23
E02002414,10067.32
E02002415,9025.53
E02002416,15089.91
E02002417,15868.78
E02002418,15650.6
E02002419,11224.19
E02002420,13386.88
E02002421,9863.07
E02002422,17598.18
E02002423,12195.27
E02002424,16803.01
E02002425,17130.6
E02002426,17849.49
E02002427,15284.46
E02002428,14434.66
E02002429,17035.95
E02002430,10236.82
E02002431,16209.16
E02002432,14916.45
E02002433,15199.38
E02002434,16167.12
E02002435,17538.2
E02002436,14611.63
E02002437,19036.24
E02002438,11842.95
E02002439,12581.46
E02002440,13609.07
E02002441,12088.3
E02002442,15034.1
E02002443,17352.92
E02002444,16550.25
E02002445,14473.52
E02002446,15983.1
E02002447,11401.88
E02002448,11633.78
E02002449,14668.2
E02002450,15368.88
E02002451,16685.66
E02002452,13340.99
E02002453,12583.91
E02002454,13225.86
E02002455,11092.42
E02002456,14940.26
E02002457,12024.27
E02002458,15124.65
E02002459,13941.54
E02002460,17484.59
E02002461,14278.84
E02002462,15779.32
E02002463,10879.93
E02002464,12641.56
E02002465,15763.65
E02002466,15156.84
E02002467,12800.83
E02002468,17293.56
E02002469,15866.68
E02002470,23982.23
E02002471,19038.87
E02002472,16962.45
E02002473,17433.92
E02002474,13684.36
E02002475,21571.11
E02002476,12037.01
E02002477,13160.95
E02002478,14893.9
E02002479,14606.66
E02002480,13493.18
E02002481,13150.52
E02002482,13012.18
E02002483,14198.83
E02002484,10262.7
E02002485,10397.92
E02002487,11227.45
E02002488,15718.97
E02002489,10748.4
E02002490,11909.59
E02002491,10724.98
E02002492,11424.64
E02002493,14081.55
E02002494,10429.5
E02002496,7852.76
E02002497,9787.64
E02002498,8645.73
E02002499,9057.05
E02002500,11623.2
E02002501,10748.32
E02002502,10081.33
E02002503,10421.7
E02002504,13891.63
E02002505,9100.05
E02002506,10083.68
E02002507,14746
E02002508,14119.58
E02002509,12405.64
E02002510,14202.85
E02002512,18786.68
E02002513,12644.71
E02002514,13114.76
E02002515,11903.68
E02002516,11385.81
E02002517,11741.64
E02002518,14892.84
E02002519,11893.29
E02002520,14592.48
E02002521,14866.23
E02002523,9555.85
E02002524,12412
E02002525,12490.25
E02002526,12601.71
E02002527,10890.79
E02002529,13788.32
E02002530,12760.62
E02002532,11898.49
E02002533,16593.26
E02002534,17611.24
E02002535,15368.4
E02002536,12237.4
E02002537,10186.9
E02002538,11733.85
E02002539,17333.24
E02002540,16349.03
E02002541,13928.25
E02002542,10138.23
E02002543,10549.31
E02002544,10892.22
E02002545,14574.05
E02002546,10933.88
E02002547,15124.79
E02002548,9576.96
E02002549,15072.3
E02002550,14884.02
E02002551,10524.41
E02002552,11583.97
E02002553,12461.8
E02002554,11420.08
E02002555,16873.87
E02002556,18164.06
E02002557,18773.55
E02002558,19089.19
E02002559,18123.03
E02002560,14366.71
E02002561,15450.39
E02002562,11043.07
E02002563,12833.08
E02002564,12104.01
E02002565,15172.63
E02002566,12161.47
E02002567,11326.81
E02002568,20082.71
E02002569,17446.29
E02002570,11224.77
E02002571,11983.99
E02002572,12429.21
E02002573,16967.62
E02002574,16741.21
E02002575,18320.16
E02002576,13195.81
E02002577,12231.72
E02002578,13055.94
E02002579,11771.75
E02002580,11361.27
E02002581,14472.86
E02002582,18392.55
E02002583,12434.38
E02002584,13652.03
E02002585,13529.45
E02002586,11947.11
E02002587,12713.04
E02002588,12159.04
E02002589,17238.54
E02002590,16733.71
E02002591,17508.3
E02002592,15693.69
E02002593,17764.28
E02002594,15266.82
E02002595,10771.04
E02002596,16036.37
E02002597,11926.33
E02002598,19712.07
E02002599,17681.03
E02002600,12530.27
E02002601,14626.05
E02002602,11623.34
E02002603,15318.02
E02002604,16358.94
E02002605,15102.15
E02002606,13005.51
E02002607,14117.54
E02002608,15508.84
E02002609,12321.07
E02002610,20141.37
E02002611,17889.02
E02002612,17764.32
E02002613,21001.33
E02002614,21813.83
E02002615,13244.45
E02002616,13897.65
E02002617,7642.11
E02002618,8624.18
E02002619,9166.32
E02002620,8729.23
E02002621,7487.89
E02002622,9507.85
E02002623,11304.77
E02002624,16483.27
E02002625,12159.69
E02002626,12781.54
E02002627,15743.21
E02002628,13366.19
E02002629,11785.53
E02002630,12907.99
E02002631,15033.87
E02002632,19766.55
E02002633,13368.83
E02002634,13691.25
E02002635,13516.95
E02002636,12661.73
E02002637,13423.76
E02002638,11150.79
E02002639,10163.76
E02002640,9626.09
E02002641,13937.63
E02002642,10763.38
E02002643,11950.32
E02002644,13780.26
E02002645,10568.43
E02002646,12611.06
E02002647,11025.59
E02002648,11830.38
E02002649,12718.16
E02002650,14143.29
E02002651,13053.17
E02002652,12997.71
E02002653,9811.96
E02002654,8595
E02002655,10334.34
E02002656,16173.44
E02002657,13766.15
E02002658,14524.42
E02002659,9905.61
E02002660,11329.25
E02002661,10777.49
E02002662,11323.07
E02002663,13299.88
E02002664,15340.05
E02002665,15954.32
E02002666,9540.18
E02002667,13002.19
E02002668,9520.18
E02002669,16056.18
E02002670,12044.22
E02002671,11224.88
E02002672,8867.71
E02002673,11524.29
E02002674,13865.6
E02002675,9808.49
E02002676,14714.01
E02002677,14207.96
E02002678,12158.63
E02002679,13523.96
E02002680,13149.87
E02002681,9291.69
E02002682,10862.62
E02002684,14364.63
E02002685,13801.24
E02002686,11312
E02002687,12425.15
E02002688,11977.87
E02002689,15723.25
E02002691,17026.91
E02002692,17747.59
E02002693,17192.74
E02002694,16799.19
E02002695,14583.06
E02002696,19715.15
E02002697,18551.12
E02002698,16425.79
E02002699,20812.16
E02002700,12720.66
E02002701,18751.55
E02002702,18346.14
E02002703,21050.65
E02002704,16015.94
E02002705,18768.12
E02002706,17621.7
E02002707,19580.52
E02002708,15839.67
E02002709,15707
E02002710,17227.95
E02002711,20712.02
E02002712,15644.06
E02002714,15527.47
E02002715,21170.78
E02002716,15768.13
E02002717,14368.16
E02002718,23397.08
E02002719,17992.34
E02002720,16833.58
E02002721,14684.25
E02002722,12883.71
E02002723,11906.59
E02002724,10302.48
E02002725,15455.15
E02002726,12154.79
E02002727,8715.99
E02002728,10373.55
E02002729,13320.68
E02002730,10304.24
E02002731,9563.56
E02002732,16359.89
E02002733,12837.62
E02002734,12089.14
E02002735,11837.44
E02002736,10155.16
E02002737,13079.22
E02002738,13560.9
E02002739,12803.49
E02002740,10617.45
E02002741,14927.12
E02002742,16017.58
E02002743,12395.98
E02002744,8618.45
E02002745,15275.87
E02002746,14316.69
E02002747,15643.36
E02002748,16415.96
E02002749,14160.67
E02002750,15913.71
E02002751,14749.02
E02002752,14191.89
E02002753,14680.25
E02002754,14199.22
E02002755,11100.22
E02002756,9582.01
E02002757,15125.11
E02002758,11201.78
E02002759,15120.62
E02002760,14900.99
E02002761,14430.68
E02002762,10997.05
E02002763,10946.35
E02002764,10583.87
E02002765,11274.34
E02002766,14859.58
E02002767,16377.94
E02002768,17767.72
E02002769,17538.42
E02002770,16294.66
E02002771,16957.15
E02002772,19438.46
E02002773,18082.07
E02002774,18311.91
E02002775,15365.92
E02002776,15399.27
E02002777,19184.09
E02002778,19989.6
E02002779,17422.31
E02002780,12407.02
E02002781,13905.83
E02002782,21218.03
E02002783,14912.21
E02002784,18017.03
E02002785,14534.81
E02002786,11319.12
E02002787,16056.15
E02002788,21641.63
E02002789,11834.05
E02002790,16357.07
E02002791,20603.58
E02002792,23043.95
E02002793,16229.33
E02002794,14223
E02002795,21721.44
E02002796,18626.41
E02002797,16859.05
E02002798,18326.53
E02002799,11551.32
E02002800,18052.14
E02002801,12492.77
E02002802,10586.43
E02002803,14839.65
E02002804,11400.07
E02002805,16278.65
E02002806,13125.73
E02002807,12569.08
E02002808,12133.86
E02002809,13121.73
E02002810,16918.5
E02002811,8944.43
E02002812,14770.66
E02002813,8340.28
E02002814,16801.25
E02002815,9130.17
E02002816,17407.9
E02002817,14084.25
E02002818,9875.37
E02002819,14027.3
E02002820,11747.11
E02002821,9939.94
E02002822,13020.64
E02002823,12602.66
E02002824,11346.98
E02002825,15418.45
E02002826,16732.27
E02002827,13017.39
E02002828,11630.57
E02002829,9646.93
E02002830,11817.21
E02002831,9874.21
E02002832,8579.05
E02002833,8763.34
E02002834,13076.14
E02002835,12259.7
E02002836,7942.16
E02002837,8799.6
E02002838,9451.08
E02002839,10959.42
E02002842,11932.08
E02002843,7412.16
E02002844,7125.42
E02002845,9603
E02002846,15199.41
E02002847,8624.94
E02002848,7949.05
E02002849,11896.03
E02002851,12311.2
E02002852,8254.59
E02002853,10711.48
E02002854,9419.23
E02002855,14031.8
E02002856,16038.38
E02002857,14049.51
E02002858,19645.05
E02002860,13109.03
E02002861,9214.99
E02002862,9927.56
E02002863,16843.18
E02002864,15617.63
E02002865,17319.46
E02002866,17371.39
E02002867,17611.05
E02002868,14184.08
E02002869,10859.93
E02002871,12552.9
E02002872,12194.95
E02002873,12117.6
E02002874,13447.9
E02002875,12443.15
E02002876,13292.59
E02002877,16891.16
