MSOA11CD,NS-SeC_all_2011,NS-SeC_higher_2011,NS-SeC_higher_2011_pct
E02002241,8423,1721,0.204321501
E02002242,5784,1350,0.23340249
E02002243,6939,1583,0.228130855
E02002244,4442,1223,0.27532643
E02002245,4035,665,0.164807931
E02002246,7099,2638,0.371601634
E02002247,7035,3398,0.483013504
E02002248,5447,1021,0.187442629
E02002249,4014,653,0.162680618
E02002250,6157,2392,0.388500893
E02002251,5686,1336,0.234963067
E02002252,4444,1272,0.286228623
E02002253,5031,894,0.177698271
E02002254,4225,1721,0.407337278
E02002255,5144,551,0.107115086
E02002256,6885,2123,0.308351489
E02002257,4180,575,0.137559809
E02002258,6520,2365,0.362730061
E02002259,4839,1727,0.35689192
E02002260,6902,1949,0.282381918
E02002261,5977,1639,0.274217835
E02002262,5767,1760,0.305184671
E02002263,4979,1523,0.305884716
E02002264,4974,2242,0.450743868
E02002265,4009,1275,0.318034423
E02002266,4329,1581,0.365211365
E02002267,5986,1782,0.297694621
E02002268,7226,1897,0.262524218
E02002269,7135,2616,0.366643308
E02002270,6299,2850,0.45245277
E02002271,5144,1850,0.359642302
E02002272,7017,1749,0.249251817
E02002273,4582,1441,0.314491488
E02002274,5141,1779,0.346041626
E02002275,6383,1708,0.267585775
E02002276,5312,1351,0.254329819
E02002277,4571,1057,0.231240429
E02002278,4670,1236,0.264668094
E02002279,4584,1051,0.229275742
E02002280,4164,555,0.133285303
E02002281,8043,1638,0.203655352
E02002282,4919,834,0.169546656
E02002283,5534,767,0.138597759
E02002284,4502,1163,0.258329631
E02002285,5863,1834,0.312809142
E02002286,4250,906,0.213176471
E02002287,4910,1078,0.219551935
E02002288,6686,1334,0.199521388
E02002289,4313,542,0.125666589
E02002290,4615,1575,0.34127844
E02002291,4817,1566,0.325098609
E02002292,4243,1491,0.35140231
E02002293,5058,518,0.102412021
E02002294,7301,1029,0.140939597
E02002295,4697,884,0.188205237
E02002296,4975,1747,0.351155779
E02002297,5011,1971,0.393334664
E02002298,5008,1224,0.244408946
E02002299,4647,680,0.146330966
E02002300,4770,1834,0.384486373
E02002301,5545,1139,0.20541028
E02002302,4754,1790,0.376525032
E02002303,4668,1650,0.353470437
E02002304,5041,1446,0.286847848
E02002305,4395,755,0.171786121
E02002306,4813,1738,0.36110534
E02002307,4442,1043,0.234804142
E02002308,4838,1568,0.324100868
E02002309,4965,1081,0.217724068
E02002310,4484,1036,0.231043711
E02002311,4791,1378,0.287622626
E02002312,6578,1125,0.171024628
E02002313,5210,658,0.126295585
E02002314,4289,1394,0.325017487
E02002315,5076,1302,0.256501182
E02002316,4738,1627,0.343393837
E02002317,4877,1030,0.211195407
E02002318,4759,1107,0.232611893
E02002319,4810,1471,0.305821206
E02002320,4832,1651,0.341680464
E02002321,5723,1909,0.333566311
E02002322,4791,1769,0.36923398
E02002323,6161,2524,0.409673754
E02002324,4809,1709,0.355375338
E02002325,6181,2178,0.352370167
E02002326,4543,2031,0.447061413
E02002327,7317,2925,0.399753998
E02002328,5130,2272,0.44288499
E02002329,8904,3773,0.423742138
E02002330,4876,2251,0.461648893
E02002331,4972,1476,0.29686243
E02002332,4154,1313,0.316080886
E02002333,5774,2370,0.410460686
E02002334,5102,2398,0.47001176
E02002335,5421,2788,0.514296255
E02002336,4716,2448,0.519083969
E02002337,4954,2386,0.481631005
E02002338,4811,1991,0.413843276
E02002339,4068,1127,0.277040315
E02002340,4109,1363,0.331710879
E02002341,5242,2664,0.508202976
E02002342,4182,1595,0.381396461
E02002343,4219,1727,0.409338706
E02002344,5553,2653,0.477759769
E02002345,3972,2116,0.532729104
E02002346,4306,1350,0.313516024
E02002347,4273,1147,0.268429675
E02002348,4255,1511,0.355111633
E02002349,4110,2260,0.549878345
E02002350,4513,2056,0.45557279
E02002351,3912,1796,0.459100204
E02002352,5395,2558,0.474142725
E02002353,4249,2241,0.527418216
E02002354,5573,2146,0.385070877
E02002356,5486,2764,0.503827926
E02002357,5886,2493,0.423547401
E02002358,5386,1388,0.257705162
E02002359,4629,2047,0.442212141
E02002360,4973,2243,0.451035592
E02002361,4084,1903,0.46596474
E02002362,5579,1327,0.237856247
E02002363,5574,3216,0.576964478
E02002364,4073,609,0.149521237
E02002366,5308,1944,0.366239638
E02002367,4260,942,0.221126761
E02002368,5971,2680,0.448836041
E02002369,4831,872,0.180500931
E02002370,4624,809,0.174956747
E02002371,6937,1834,0.264379415
E02002373,8118,1134,0.139689579
E02002374,5270,1673,0.317457306
E02002375,4815,810,0.168224299
E02002376,4403,610,0.138541903
E02002377,4723,601,0.127249629
E02002379,3478,456,0.131109833
E02002380,3899,1024,0.262631444
E02002381,4700,1579,0.335957447
E02002382,4036,501,0.124132805
E02002383,7076,589,0.083239118
E02002384,9154,1112,0.12147695
E02002385,6895,1628,0.236113125
E02002386,6082,1924,0.316343308
E02002387,3925,878,0.223694268
E02002388,5408,1288,0.23816568
E02002389,4522,666,0.147279965
E02002390,4453,1017,0.228385358
E02002391,5879,1930,0.328287124
E02002392,8701,748,0.08596713
E02002393,5620,891,0.158540925
E02002394,4835,671,0.138779731
E02002395,4469,1454,0.325352428
E02002396,6421,1776,0.276592431
E02002397,5476,1413,0.258035062
E02002398,5429,1694,0.312027998
E02002399,4382,787,0.179598357
E02002400,6171,1059,0.17160914
E02002401,4218,527,0.12494073
E02002402,4358,1731,0.397200551
E02002403,4385,1384,0.315621437
E02002404,6959,1932,0.277626096
E02002405,5325,1654,0.310610329
E02002406,5256,1867,0.35521309
E02002407,4474,729,0.162941439
E02002408,5249,1739,0.3313012
E02002409,4340,976,0.224884793
E02002410,4965,1287,0.259214502
E02002411,5556,1423,0.25611951
E02002412,5113,1580,0.309016233
E02002414,4111,571,0.138895646
E02002415,4449,505,0.113508654
E02002416,4616,1221,0.264514731
E02002417,4690,1388,0.295948827
E02002418,5337,1535,0.287614765
E02002419,5525,939,0.169954751
E02002420,5628,1275,0.226545842
E02002421,4095,499,0.121855922
E02002422,4664,1565,0.335548885
E02002423,4100,638,0.155609756
E02002424,5621,1861,0.331079879
E02002425,6241,2031,0.325428617
E02002426,5579,1992,0.357053235
E02002427,4932,1417,0.28730738
E02002428,5031,1204,0.239316239
E02002429,6029,2069,0.343174656
E02002430,4949,602,0.121640736
E02002431,6023,1846,0.306491782
E02002432,5123,1502,0.293187585
E02002433,4668,1318,0.282347901
E02002434,6341,2150,0.339063239
E02002435,5498,1819,0.330847581
E02002436,4833,1227,0.253879578
E02002437,4703,1662,0.353391452
E02006852,10346,4155,0.401604485
E02006861,11634,1743,0.149819495
E02006875,7335,2915,0.39740968
E02006876,5898,1905,0.322990844
E02002438,5571,672,0.120624663
E02002439,5848,972,0.16621067
E02002440,5602,1027,0.183327383
E02002441,6332,1106,0.174668351
E02002442,5224,1288,0.246554364
E02002443,4625,1501,0.324540541
E02002444,4432,1381,0.311597473
E02002445,5117,1385,0.270666406
E02002446,4518,1329,0.294156707
E02002447,4547,724,0.159225863
E02002448,5609,824,0.146906757
E02002449,6016,1545,0.25681516
E02002450,5081,1345,0.264711671
E02002451,5380,1884,0.350185874
E02002452,5931,1281,0.215983814
E02002453,6787,1278,0.188301164
E02002454,5780,1430,0.247404844
E02002455,4289,675,0.157379343
E02002456,5522,1452,0.262948207
E02002457,5460,967,0.177106227
E02002458,6417,1856,0.289231728
E02002459,6807,1564,0.229763479
E02002460,5167,1821,0.352428876
E02002461,7450,1812,0.243221477
E02002462,5477,1592,0.290670075
E02002463,6248,906,0.145006402
E02002464,5766,916,0.158862296
E02002465,4509,1290,0.286094478
E02002466,6632,1909,0.287846803
E02002467,6103,1213,0.198754711
E02002468,4510,1576,0.349445676
E02002469,4507,1269,0.281562015
E02002470,4499,2360,0.524561014
E02002471,7806,3013,0.38598514
E02002472,4588,1490,0.324760244
E02002473,4846,1593,0.328724721
E02002474,4443,1069,0.240603196
E02002475,4468,1989,0.445165622
E02002476,4173,544,0.13036185
E02002477,4637,972,0.209618288
E02002478,4290,846,0.197202797
E02002479,6246,1198,0.191802754
E02002480,4381,701,0.16000913
E02002481,4571,887,0.194049442
E02002482,4785,800,0.167189133
E02002796,4313,1983,0.45977278
E02002797,5040,2166,0.429761905
E02002798,7713,3180,0.412290937
E02002799,4088,806,0.197162427
E02002800,5103,2445,0.479129924
E02002801,5407,1201,0.222119475
E02002802,5561,807,0.145117785
E02002803,6783,1757,0.259029928
E02002804,5152,998,0.19371118
E02002805,4266,1480,0.346929208
E02002806,5435,1207,0.222079117
E02002807,6497,1421,0.218716331
E02002808,9848,2011,0.204203899
E02002809,4807,1234,0.256708966
E02002810,5938,2361,0.397608622
E02002811,6995,1082,0.154681916
E02002812,4918,1741,0.354005693
E02002813,7136,906,0.126961883
E02002814,5362,2176,0.405818724
E02002815,5130,795,0.15497076
E02002816,6654,2890,0.434325218
E02002817,4466,1433,0.320868786
E02002818,5127,821,0.160132631
E02002819,5622,1564,0.278192814
E02002820,6980,1412,0.202292264
E02002821,7443,1074,0.144296655
E02002822,4707,1234,0.262162736
E02002823,5410,1130,0.208872458
E02002824,6780,1225,0.180678466
E02002825,5923,2134,0.360290393
E02002826,4687,1743,0.371879667
E02002827,4742,1128,0.237874315
E02002828,5715,1193,0.208748906
E02002829,7284,902,0.123833059
E02002830,7242,1486,0.205191936
E02002831,4990,776,0.155511022
E02002832,6144,811,0.131998698
E02002833,6086,735,0.120768978
E02002834,7356,1758,0.238988581
E02002835,8971,2582,0.287816297
E02002836,7045,763,0.108303762
E02002837,5131,550,0.107191581
E02002838,5092,645,0.126669285
E02002839,5342,1127,0.210969674
E02002842,5924,1138,0.192099932
E02002843,9184,854,0.092987805
E02002844,7982,638,0.079929842
E02002845,7262,1209,0.166483063
E02002846,5458,1884,0.345181385
E02002847,7193,944,0.131238704
E02002848,7930,892,0.112484237
E02002849,10491,2237,0.213230388
E02002851,5595,1599,0.285790885
E02002852,4595,435,0.094668118
E02002853,9511,1935,0.203448638
E02002854,5761,853,0.148064572
E02002855,5370,1484,0.276350093
E02002856,9546,3485,0.365074377
E02002857,4834,1236,0.255688871
E02002858,5378,2681,0.498512458
E02002860,5688,1550,0.272503516
E02002861,5073,584,0.115119259
E02002862,5640,760,0.134751773
E02006815,6087,1032,0.169541646
E02006817,6267,1579,0.251954683
E02006819,5429,767,0.14127832
E02006850,9132,897,0.098226018
E02006851,5762,1085,0.188302673
E02002868,4336,1086,0.250461255
E02002869,5089,669,0.131460012
E02002871,5853,1208,0.206389886
E02002872,6317,986,0.15608675
E02002873,6443,1239,0.192301723
E02002874,5836,1627,0.27878684
E02002875,5894,1297,0.220054293
E02002876,6006,1391,0.231601732
E02002877,5816,2433,0.418328748
E02002878,5704,552,0.096774194
E02002879,6912,2163,0.312934028
E02002880,5700,728,0.127719298
E02002881,4196,561,0.133698761
E02002882,6461,2653,0.410617551
E02002883,5726,1452,0.253580161
E02002884,4602,1052,0.228596262
E02002885,6040,762,0.12615894
E02002886,6077,1220,0.200756952
E02002887,4449,754,0.169476287
E02002888,4748,662,0.139427127
E02002889,7949,849,0.106805888
E02002890,9675,1054,0.108940568
E02002891,5983,1190,0.198896874
E02002892,4146,811,0.195610227
E02002893,11495,1053,0.091605046
E02002894,4877,2078,0.426081608
E02002895,7385,2201,0.298036561
E02002896,7417,1496,0.2016988
E02002897,5473,2280,0.416590535
E02002898,10037,1040,0.103616619
E02002899,8743,915,0.104655153
E02002901,4143,1341,0.323678494
E02002902,6170,939,0.152188006
E02002903,4398,771,0.175306958
E02002904,4185,647,0.154599761
E02006834,5577,779,0.139680832
E02006904,6362,1943,0.305407105
E02006905,5852,1181,0.201811347
E02002863,6086,2260,0.371344068
E02002864,4215,1446,0.343060498
E02002865,5600,2223,0.396964286
E02002866,5233,2174,0.415440474
E02002867,5918,2374,0.401149037
E02004029,4832,938,0.194122517
E02004030,4216,1635,0.387808349
E02004031,5273,847,0.160629623
E02004032,6305,1833,0.290721649
E02004033,6703,1618,0.241384455
E02004034,5538,1700,0.306970025
E02004035,4845,1803,0.372136223
E02004036,7405,1527,0.206212019
E02004037,5680,1995,0.351232394
E02004038,5744,2083,0.362639276
E02004039,5963,2113,0.354351836
E02004040,6649,1657,0.249210408
E02004041,5300,1368,0.258113208
E02004043,5208,1624,0.311827957
E02004044,5327,2673,0.501783368
E02006827,5570,1054,0.189228007
E02004045,6748,2051,0.303941909
E02004046,4616,1136,0.24610052
E02004047,4165,799,0.191836735
E02004048,4954,984,0.198627372
E02004049,5733,1472,0.256759114
E02004050,5040,733,0.145436508
E02004051,6691,1081,0.161560305
E02004052,5769,1527,0.264690588
E02004053,5689,1165,0.204781157
E02004054,6540,1658,0.25351682
E02004055,5274,1271,0.240993553
E02004056,5527,883,0.159761172
E02004057,5697,1209,0.212216956
E02004058,5618,982,0.174795301
E02004059,5333,1482,0.277892368
E02004060,5544,1168,0.210678211
E02004061,5348,1323,0.247382199
E02004062,5987,1853,0.309503925
E02004063,5758,2076,0.360541855
E02004064,6744,1888,0.27995255
E02004065,6151,2774,0.45098358
E02004066,8736,2633,0.30139652
E02004067,4692,799,0.170289855
E02004068,5493,2316,0.421627526
E02004069,4889,2167,0.443239926
E02004070,4536,1517,0.334435626
E02004071,3670,1185,0.322888283
E02004072,6432,2472,0.384328358
E02004073,6768,2326,0.343676123
E02004074,4290,1429,0.333100233
E02004075,5501,2055,0.373568442
E02004076,4619,1279,0.276899762
E02004077,5780,2129,0.3683391
E02004078,5126,754,0.14709325
E02004080,7010,1406,0.200570613
E02004081,4198,1595,0.37994283
E02004082,4624,1726,0.373269896
E02004083,5816,1340,0.2303989
E02004084,4312,663,0.153756957
E02004085,6293,1937,0.30780232
E02004086,5317,1946,0.365995862
E02004087,5691,1414,0.248462485
E02004088,5753,2097,0.364505475
E02004089,5065,1139,0.224876604
E02004090,4525,1534,0.339005525
E02004091,6755,1989,0.294448557
E02004092,6993,1896,0.271128271
E02006828,5131,1514,0.295069187
E02004093,4807,1567,0.325982942
E02004094,5257,1184,0.225223512
E02004095,7375,2501,0.339118644
E02004096,7153,3180,0.444568712
E02004097,5983,2331,0.389603878
E02004098,5413,1683,0.31091816
E02004100,5617,2295,0.408581093
E02004102,6399,1876,0.293170808
E02004103,5022,947,0.188570291
E02004104,5175,1766,0.341256039
E02006872,9188,2928,0.318676535
E02004105,7224,1770,0.245016611
E02004106,5253,1844,0.351037502
E02004108,5390,1637,0.303710575
E02004109,4953,2043,0.412477286
E02004110,5581,2152,0.38559398
E02004111,4140,1062,0.256521739
E02004112,4771,2045,0.428631314
E02004113,6651,1156,0.17380845
E02004114,5460,2019,0.36978022
E02004115,6834,1831,0.26792508
E02004116,5855,1052,0.179675491
E02004117,5435,1381,0.254093836
E02006804,5913,1490,0.251987147
E02004118,5088,1914,0.376179245
E02004119,7746,3505,0.452491609
E02004120,5451,1724,0.316272244
E02004121,4942,2174,0.439902873
E02004122,4670,2019,0.432334047
E02004123,4607,1907,0.413935316
E02004124,5478,1219,0.22252647
E02004125,6719,1354,0.201518083
E02004126,5210,1194,0.229174664
E02004128,7632,2239,0.293370021
E02006919,6248,1648,0.263764405
E02006920,5659,1533,0.270895918
E02005334,4070,1414,0.347420147
E02005335,4846,1997,0.412092447
E02005336,5271,1757,0.333333333
E02005337,7029,1706,0.242708778
E02005338,7176,2238,0.31187291
E02005339,6260,2427,0.387699681
E02005340,6604,1782,0.269836463
E02005341,4935,1634,0.331104357
E02005342,4944,1603,0.324231392
E02005343,4919,1673,0.340109778
E02005344,5515,2053,0.37225748
E02006820,6989,2297,0.328659322
E02005345,4707,1519,0.322710856
E02005346,8525,1944,0.228035191
E02005347,8368,1180,0.141013384
E02005348,4468,1402,0.313786929
E02005349,5169,1483,0.286902689
E02005350,4913,1466,0.298392021
E02005351,9196,1111,0.120813397
E02005352,4429,2079,0.469406186
E02005353,6941,1899,0.273591701
E02005354,6507,2919,0.448593822
E02005355,4799,1919,0.399874974
E02005356,4739,2171,0.458113526
E02005357,5416,1527,0.281942393
E02005358,7410,2782,0.375438596
E02005359,4326,1378,0.318539066
E02005360,4719,2145,0.454545455
E02005361,4856,1549,0.31898682
E02005362,4633,1191,0.257068854
E02005363,5143,1775,0.345129302
E02005364,3804,1152,0.302839117
E02005365,7123,1521,0.213533623
E02005366,4776,1463,0.306323283
E02005368,4514,2013,0.445945946
E02005369,6997,3036,0.433900243
E02005370,6507,2452,0.376824958
E02005371,7410,2883,0.389068826
E02005372,6968,3111,0.446469575
E02005373,7253,2933,0.404384393
E02005374,4663,1327,0.284580742
E02005375,5937,2465,0.415192858
E02005376,6750,2392,0.35437037
E02006816,4914,1989,0.404761905
E02005377,5978,2073,0.346771495
E02005378,3898,1499,0.384556183
E02005379,4433,1447,0.32641552
E02005380,6185,2381,0.384963622
E02005381,5983,2134,0.356677252
E02005382,7343,1874,0.255209043
E02005383,6738,1683,0.249777382
E02005384,4764,1805,0.378883291
E02005385,4505,1665,0.369589345
E02005386,6260,1660,0.265175719
E02005387,6876,1978,0.287667248
E02005388,4213,1092,0.259197721
E02005389,3975,1213,0.305157233
E02005390,6565,2611,0.397715156
E02005391,6930,2919,0.421212121
E02005392,6476,2110,0.325818406
E02005393,5231,1808,0.34563181
E02005394,6799,1602,0.235622886
E02005395,6586,1761,0.267385363
E02005396,4933,2016,0.408676262
E02005397,6226,2304,0.370061034
E02005398,4602,1676,0.364189483
E02005399,4646,1857,0.399698666
E02005400,4270,1145,0.268149883
E02005401,4179,1729,0.413735343
E02005402,4321,1707,0.395047443
E02005403,5093,1287,0.252699784
E02005404,5443,1656,0.304243983
E02005405,4887,1092,0.223449969
E02005406,5417,1142,0.210817796
E02005407,6385,1925,0.301487862
E02005408,5463,1635,0.299286107
E02005409,7624,1937,0.254066107
E02005412,5709,1966,0.344368541
E02005414,5335,1242,0.232802249
E02005415,5467,1229,0.224803366
E02005416,6684,2093,0.313135847
E02006818,5867,1771,0.301857849
E02006911,11735,3943,0.336003409
E02005417,5439,1165,0.214193786
E02005418,7210,789,0.109431345
E02005419,6302,1131,0.179466836
E02005420,5868,960,0.163599182
E02005422,4485,1127,0.251282051
E02005423,6886,1531,0.222335173
E02006864,5802,1660,0.286108239
E02006865,5314,1340,0.252164095
E02005424,7490,2425,0.32376502
E02005425,4718,1304,0.2763883
E02005426,6841,1605,0.234614822
E02005427,5021,1516,0.301931886
E02005428,5923,1025,0.173054196
E02005429,4730,855,0.180761099
E02005430,5090,1528,0.300196464
E02005431,6080,1364,0.224342105
E02005432,5749,1857,0.323012698
E02005433,5420,857,0.158118081
E02005434,4994,1315,0.263315979
E02005435,5347,889,0.166261455
E02005436,5582,1317,0.23593694
E02005437,4371,725,0.165865935
E02005438,4510,796,0.176496674
E02005439,7983,2474,0.309908556
E02005440,3875,814,0.210064516
E02005441,6204,1670,0.269181173
E02005442,4081,606,0.148493016
E02005443,4956,1362,0.274818402
E02005444,9347,3309,0.354017332
E02005445,8811,1722,0.195437521
E02005446,7619,1328,0.174301089
E02005447,5428,954,0.175755343
E02005448,5154,1046,0.202949166
E02005449,6272,1311,0.209024235
E02005450,6316,1935,0.306364788
E02005451,5504,833,0.151344477
E02005452,8089,2172,0.268512795
E02005453,7818,2956,0.378101816
E02005455,9074,3324,0.366321358
E02005456,6987,2346,0.335766423
E02005457,6011,1976,0.32873066
E02005458,4710,1911,0.405732484
E02005459,5806,1520,0.26179814
E02005460,4586,1841,0.401439163
E02005461,4571,1615,0.353314373
E02005462,6599,1623,0.245946356
E02005463,6341,2215,0.349313988
E02005464,5992,1884,0.314419226
E02006866,4712,1442,0.306027165
E02006867,5409,1548,0.286189684
E02005465,6168,1512,0.245136187
E02005466,4774,1094,0.229157939
E02005467,4943,1047,0.211814687
E02005468,5439,1446,0.265857694
E02005469,5460,1368,0.250549451
E02005470,7522,1891,0.251395905
E02005471,6530,1353,0.20719755
E02005472,6996,1392,0.19897084
E02005473,6740,1608,0.238575668
E02005474,4868,1216,0.249794577
E02005475,4480,1403,0.313169643
E02005476,5222,2096,0.401378782
E02005477,6343,2378,0.374901466
E02005478,7010,1802,0.257061341
E02005479,6086,1966,0.323036477
E02005480,5129,726,0.14154806
E02005481,8189,1976,0.241299304
E02005482,7223,2480,0.343347639
E02005483,5703,1942,0.340522532
E02005484,5128,1729,0.337168487
E02005485,4311,1346,0.312224542
E02005486,5945,1877,0.315727502
E02005487,6655,2901,0.435912847
E02005488,4642,1647,0.354803964
E02005489,5358,1918,0.357969392
E02005490,6584,2038,0.309538275
E02005491,7791,3197,0.41034527
E02005492,7037,2378,0.337928094
E02005493,6856,2231,0.325408401
E02005494,6907,2058,0.297958593
E02005495,7089,1337,0.18860206
E02005496,4923,1627,0.330489539
E02005497,4907,793,0.161605869
E02005498,5398,1801,0.33364209
E02005499,5849,2174,0.371687468
E02005500,4996,1878,0.375900721
E02005501,5330,2247,0.421575985
E02005502,6239,1973,0.316236576
E02005612,4876,1292,0.264971288
E02005613,6482,1038,0.160135761
E02005614,4977,1204,0.241912799
E02005615,6282,1095,0.174307545
E02005616,3890,574,0.147557841
E02005617,7062,971,0.13749646
E02006862,4719,1235,0.261707989
E02006863,6761,1987,0.293891436
E02005619,4302,1847,0.429335193
E02005620,5788,2368,0.409122322
E02005621,6101,2233,0.366005573
E02005622,6500,2958,0.455076923
E02005623,5826,2386,0.409543426
E02005624,6822,2227,0.326443858
E02005625,6553,1649,0.25164047
E02005626,4901,943,0.192409712
E02005627,4990,1877,0.376152305
E02005628,5596,2145,0.383309507
E02005629,4162,1751,0.420711197
E02005630,7028,3002,0.427148549
E02005631,7279,2697,0.370517928
E02005632,4508,1685,0.373779947
E02005633,6386,1725,0.270122142
E02005634,6231,1675,0.268817204
E02005635,6257,2198,0.351286559
E02005636,7982,2143,0.268479078
E02005637,5982,1336,0.223336677
E02005638,7191,2342,0.325684884
E02005639,3948,1667,0.422239108
E02005640,7752,2449,0.315918473
E02005641,5639,1686,0.298989182
E02005642,5994,1940,0.32365699
E02005643,5677,925,0.162938172
E02005644,6224,1362,0.218830334
E02005645,7850,2641,0.336433121
E02005646,4683,1415,0.302156737
E02005647,5084,1347,0.264948859
E02005648,5256,1948,0.370624049
E02005649,9813,3393,0.345765821
E02005650,5499,1096,0.199308965
E02005651,4688,1353,0.288609215
E02005652,4382,1110,0.253308991
E02005653,5770,1154,0.2
E02005654,5767,1366,0.236864921
E02005655,4186,1329,0.317486861
E02005656,4140,682,0.1647343
E02005657,4555,1406,0.308671789
E02005658,4561,782,0.171453629
E02005659,3458,997,0.288316946
E02005660,4006,935,0.2333999
E02005661,4418,1003,0.227025804
E02005662,4918,1444,0.293615291
E02005663,4159,1460,0.351045925
E02005664,4522,1366,0.302078726
E02005665,5562,1713,0.30798274
E02005666,5510,744,0.135027223
E02005667,4363,1040,0.238368095
E02005668,4337,1255,0.289370533
E02005669,4111,1794,0.436390173
E02005670,6503,1188,0.182684915
E02005671,5655,1838,0.325022104
E02005672,5931,1522,0.256617771
E02005673,5321,1432,0.269122345
E02005674,5674,1818,0.320408883
E02005675,3947,941,0.238408918
E02005676,4253,1077,0.253233012
E02005677,6078,2098,0.345179335
E02005678,7013,3217,0.458719521
E02005679,6609,2585,0.391133303
E02005680,5786,2666,0.46076737
E02005681,5935,2076,0.349789385
E02005682,4648,1958,0.421256454
E02005683,9541,3879,0.406561157
E02005684,5963,2722,0.456481637
E02005685,5878,2214,0.376658727
E02005686,5425,2017,0.371797235
E02005687,4420,1918,0.433936652
E02005688,6415,2512,0.391582229
E02005689,5469,2132,0.389833608
E02005690,3953,1317,0.333164685
E02005691,4674,1838,0.393239196
E02005692,4907,1547,0.315263909
E02005693,5801,1475,0.254266506
E02005694,5801,1996,0.344078607
E02005695,5532,1096,0.198120029
E02005696,4023,625,0.155356699
E02005697,4422,1007,0.227725011
E02005698,4083,927,0.227038942
E02005699,5762,1341,0.23273169
E02005700,6495,2362,0.363664357
E02005701,7991,2623,0.328244275
E02005819,4570,928,0.203063457
E02005820,4370,1001,0.229061785
E02005821,4685,861,0.183778015
E02005822,6972,1315,0.188611589
E02005823,5120,617,0.120507813
E02005824,7299,1897,0.259898616
E02005825,5868,1298,0.221199727
E02005826,4310,694,0.161020882
E02005827,6131,1684,0.274669711
E02005828,5436,1261,0.231972038
E02005829,4969,1160,0.233447374
E02005830,4621,1099,0.23782731
E02005831,6384,1852,0.290100251
E02005832,6536,1554,0.237760098
E02005833,5580,1441,0.258243728
E02005834,5186,933,0.179907443
E02005835,7379,1532,0.207616208
E02005836,6637,2340,0.352568932
E02005837,6133,2079,0.338985814
E02005838,6003,1440,0.23988006
E02005839,4380,1026,0.234246575
E02005840,6649,1844,0.277334938
E02005842,6276,1740,0.277246654
E02005843,4745,1416,0.298419389
E02005844,5513,1393,0.252675494
E02005846,4635,598,0.129018339
E02005847,4937,1273,0.257848896
E02005848,5038,1300,0.258038904
E02005849,6838,2166,0.316759286
E02006903,8142,1841,0.226111521
E02005850,5223,1286,0.246218648
E02005851,4388,768,0.175022789
E02005852,6015,1711,0.284455528
E02005853,6755,2259,0.334418949
E02005856,5243,2594,0.494754911
E02005857,4574,1112,0.243113249
E02005858,5614,2095,0.373174207
E02005859,6599,1863,0.282315502
E02005860,6471,2267,0.350332252
E02005861,4308,1398,0.324512535
E02005862,5742,1855,0.323058168
E02005863,5220,2179,0.41743295
E02005864,5976,2635,0.440930388
E02006906,9445,3123,0.330651138
E02005865,5883,2565,0.43600204
E02005866,6649,2131,0.320499323
E02005868,4701,1316,0.279940438
E02005869,4025,889,0.220869565
E02005870,4739,1164,0.245621439
E02005871,5395,1789,0.331603336
E02005872,4062,1742,0.428852782
E02005873,7271,3219,0.442717645
E02005874,6225,2494,0.40064257
E02005875,5298,1390,0.262363156
E02005876,6493,1933,0.297705221
E02005877,5409,1505,0.27823997
E02005878,7080,1860,0.262711864
E02005879,5626,1577,0.280305723
E02006835,4428,1337,0.301942186
E02005880,4545,779,0.17139714
E02005881,4156,742,0.178537055
E02005882,5998,1571,0.26192064
E02005883,5622,1123,0.199750978
E02005884,4697,1217,0.259101554
E02005885,6059,1151,0.189965341
E02005886,7618,1901,0.249540562
E02005887,6685,1118,0.16724009
E02005888,5947,946,0.159071801
E02005889,7442,1479,0.198736899
E02005890,5104,1408,0.275862069
E02005891,4587,778,0.169609767
E02005892,8695,3622,0.416561242
E02005893,7363,1256,0.170582643
E02005894,7048,1918,0.272133939
E02005895,6019,2316,0.384781525
E02005896,5308,2079,0.391672946
E02005897,6467,2323,0.359208288
E02005898,7977,1750,0.21938072
E02005899,8089,1790,0.221288169
E02005900,5176,2226,0.430061824
E02005901,6445,1935,0.300232739
E02005902,5790,1234,0.213126079
E02005903,7180,1782,0.248189415
E02005904,6054,2565,0.423686819
E02005905,5229,2110,0.403518837
E02005906,5297,2186,0.412686426
E02005907,6608,2698,0.408292978
E02005908,6209,2893,0.465936544
E02005909,5951,3262,0.548143169
E02005910,6912,3240,0.46875
E02005911,6231,3317,0.532338308
E02005912,6341,2986,0.470903643
E02005913,4654,2338,0.502363558
E02005914,5296,1494,0.282099698
E02005915,4258,1874,0.440112729
E02005916,5194,2123,0.408740855
E02005917,4035,2019,0.500371747
E02005918,3640,1392,0.382417582
E02005919,4800,1617,0.336875
E02005920,5329,2459,0.461437418
E02002905,4461,1502,0.336695808
E02002906,3985,803,0.201505646
E02002907,4332,993,0.229224377
E02002908,6285,2179,0.346698488
E02002909,7605,2303,0.302827087
E02002910,5631,1699,0.301722607
E02002911,6663,2345,0.351943569
E02002912,5293,1868,0.35291895
E02002913,4087,1833,0.448495229
E02002914,6699,1742,0.260038812
E02002915,4748,1606,0.338247683
E02002916,7364,1903,0.258419337
E02002917,5021,1422,0.283210516
E02002918,4240,1471,0.346933962
E02002919,6729,1463,0.21741715
