MSOA11CD,NS-SeC_all_2011,NS-SeC_higher_2011,NS-SeC_higher_2011_pct
E02001229,7449,2570,0.345012753
E02001230,4630,1394,0.301079914
E02001231,5289,1563,0.295519002
E02001232,5947,1269,0.2133849
E02001233,5485,1110,0.2023701
E02001234,5490,1010,0.183970856
E02001235,4930,1273,0.25821501
E02001236,4116,741,0.180029155
E02001237,4977,1297,0.260598754
E02001238,5824,1420,0.243818681
E02001239,6666,1320,0.198019802
E02001240,4645,967,0.20818084
E02001241,6914,937,0.135522129
E02001242,4276,1188,0.277829747
E02001243,6066,2129,0.350972634
E02001244,4178,1120,0.268070847
E02001245,5858,1433,0.244622738
E02001246,5188,995,0.191788743
E02001247,5134,1163,0.226529022
E02001248,7493,1526,0.203656746
E02001249,4742,1051,0.22163644
E02001250,4887,1499,0.306732147
E02001251,4556,1626,0.356892011
E02001252,5303,1575,0.297001697
E02001253,3844,890,0.231529657
E02001254,4339,879,0.20258124
E02001255,4262,490,0.114969498
E02001256,7081,1291,0.182318882
E02001257,6570,1404,0.21369863
E02001258,5320,1753,0.329511278
E02001259,7328,1646,0.224617904
E02001260,5571,1756,0.315203734
E02001261,6049,1618,0.267482228
E02001262,5897,1598,0.270985247
E02001263,5808,2265,0.389979339
E02001264,5913,1664,0.281413834
E02001265,5904,1779,0.301321138
E02001266,4872,1328,0.272577997
E02001267,5406,1981,0.366444691
E02001268,5175,1898,0.366763285
E02001269,5998,1996,0.332777593
E02001270,5777,2697,0.466851307
E02001271,4752,1524,0.320707071
E02001272,5707,2733,0.478885579
E02001273,6634,3444,0.519143805
E02001274,5608,2575,0.459165478
E02001275,5771,1078,0.186796049
E02001276,5554,1778,0.320129636
E02001277,6470,2019,0.312055641
E02001278,5952,2584,0.434139785
E02001279,6092,2699,0.443040053
E02001280,5854,1859,0.317560642
E02001281,5407,2469,0.456630294
E02001282,6772,3132,0.462492617
E02001283,6104,3027,0.495904325
E02001284,5604,3269,0.583333333
E02001285,5477,3093,0.564725215
E02001286,5350,2653,0.49588785
E02001287,4242,1499,0.353371051
E02001288,5537,2161,0.390283547
E02001289,7687,2757,0.358657474
E02001290,4538,1482,0.326575584
E02001291,5535,1103,0.199277326
E02001292,5890,2265,0.384550085
E02001293,4701,1169,0.248670496
E02001294,5883,1550,0.263471018
E02001295,5464,710,0.129941435
E02001296,6227,557,0.089449173
E02001297,5010,952,0.19001996
E02001298,5806,752,0.129521185
E02001299,6530,1592,0.243797856
E02001300,5879,1058,0.179962579
E02001301,6069,1145,0.188663701
E02001302,5766,1141,0.197884148
E02001303,6250,1103,0.17648
E02001304,8983,3174,0.353334075
E02001305,6291,1657,0.263392148
E02001306,5697,1330,0.233456205
E02001307,8620,2808,0.32575406
E02001308,4495,1162,0.258509455
E02001309,5764,1646,0.285565579
E02001310,6560,1168,0.17804878
E02001311,6264,1622,0.258939974
E02001312,5872,1188,0.202316076
E02001313,5738,1089,0.189787382
E02001314,6143,2054,0.334364317
E02001315,5839,1927,0.330022264
E02001316,4899,930,0.18983466
E02001317,6240,1625,0.260416667
E02001318,5862,1419,0.242067554
E02001319,5443,897,0.164798824
E02001320,5732,1231,0.214759246
E02001321,6147,1721,0.279973971
E02001322,5599,1668,0.297910341
E02001323,5586,1789,0.320264948
E02001324,6166,1430,0.231916964
E02001325,5759,2102,0.364993923
E02001326,5782,1953,0.337772397
E02005176,6554,1827,0.278761062
E02005177,4094,877,0.214215926
E02005178,5869,603,0.102743227
E02005179,6459,1406,0.217680756
E02005180,5172,1695,0.327726218
E02005181,4551,991,0.21775434
E02005182,4229,753,0.178056278
E02005183,4487,1120,0.249609984
E02005184,3834,1400,0.365153886
E02005185,6119,895,0.14626573
E02005186,4649,1467,0.315551732
E02006881,7359,1780,0.24188069
E02005189,4009,948,0.236467947
E02005190,4697,2029,0.431977858
E02005191,6283,2524,0.401718924
E02005192,5485,2589,0.472014585
E02005193,6288,2521,0.400922392
E02005194,5992,1783,0.297563418
E02005195,6159,1848,0.300048709
E02005196,5522,2137,0.386997465
E02005197,4955,1078,0.217558022
E02005198,6164,1685,0.273361454
E02005199,5412,2005,0.370473023
E02005200,6123,1803,0.294463498
E02005201,5867,1522,0.259417079
E02005202,6995,2517,0.359828449
E02005203,5278,1925,0.364721485
E02005204,7646,2577,0.337038975
E02005205,5189,1720,0.331470418
E02005206,4908,1490,0.303585982
E02005207,5618,2219,0.39498042
E02005208,7001,2571,0.367233252
E02005209,5807,1819,0.313242638
E02005210,7063,3244,0.459294917
E02005211,6034,2687,0.445309911
E02005212,7919,1987,0.25091552
E02005213,8597,2363,0.274863324
E02005214,4947,1293,0.261370528
E02005215,8497,1794,0.211133341
E02005216,3862,766,0.198342828
E02005217,7907,850,0.107499684
E02005218,5438,1332,0.244942994
E02005219,6375,1852,0.290509804
E02005220,4814,1378,0.286248442
E02005221,7235,2497,0.345127851
E02005222,4420,1835,0.415158371
E02005223,5165,2011,0.389351404
E02005224,3401,1114,0.32755072
E02005225,3744,1515,0.404647436
E02005226,5621,1019,0.181284469
E02005228,4204,837,0.199096099
E02005229,4233,794,0.187573825
E02005230,4667,889,0.190486394
E02005231,5858,1366,0.233185388
E02005233,4571,1447,0.316560928
E02005234,6322,1857,0.293736159
E02005235,4535,1131,0.249393605
E02005236,9187,2494,0.271470556
E02005237,7308,2710,0.370826492
E02005238,4167,1375,0.329973602
E02005239,10172,1816,0.178529296
E02006871,8486,2347,0.276573179
E02005240,3965,999,0.251954603
E02005241,4197,1060,0.252561353
E02005242,4585,1289,0.281134133
E02005243,3722,774,0.207952714
E02005244,4083,821,0.201077639
E02005245,5286,1968,0.3723042
E02005246,3883,789,0.203193407
E02005247,7427,3133,0.421839235
E02005248,4412,451,0.102221215
E02005249,6595,844,0.127975739
E02005250,5170,768,0.148549323
E02005251,4898,1187,0.242343814
E02005252,6217,1521,0.244651761
E02005253,4273,1752,0.410016382
E02005254,4717,2181,0.462370151
E02005255,6386,2553,0.39978077
E02005256,5157,2245,0.435330619
E02005257,4313,945,0.219105031
E02005258,5701,2252,0.395018418
E02005259,7186,1420,0.197606457
E02005260,4926,1533,0.311205847
E02005261,6874,973,0.141547862
E02005262,4726,2044,0.432501058
E02005263,5385,818,0.151903435
E02005264,10352,2049,0.197932767
E02005265,7860,2032,0.258524173
E02005266,5889,779,0.132280523
E02005267,5657,441,0.077956514
E02005268,6446,988,0.153273348
E02005269,8237,1692,0.205414593
E02005270,5453,2109,0.386759582
E02005271,5334,1953,0.366141732
E02005272,5201,1386,0.266487214
E02005273,4274,1569,0.367103416
E02005274,4835,2000,0.413650465
E02005275,3843,1151,0.299505595
E02005276,5968,2667,0.446883378
E02005277,6377,2894,0.45381841
E02005278,5848,2243,0.383549932
E02005279,7322,1938,0.264681781
E02005280,7398,1947,0.263179238
E02005281,5997,1753,0.292312823
E02005284,4274,1687,0.394712213
E02005285,4738,1915,0.404178978
E02005286,5592,1646,0.29434907
E02006884,8906,2178,0.244554233
E02005287,3844,1647,0.428459938
E02005288,4564,1580,0.346187555
E02005289,4624,1899,0.410683391
E02005290,5392,2045,0.379265579
E02005291,4247,1380,0.324935248
E02005292,4210,1215,0.288598575
E02005293,4116,1012,0.245869776
E02005294,4634,1202,0.259387139
E02005295,5575,1701,0.305112108
E02005296,4155,1724,0.414921781
E02005297,6094,2282,0.374466689
E02005298,5354,1639,0.306126261
E02005299,5323,1518,0.285177531
E02005300,3922,1251,0.318969913
E02005301,4635,1184,0.255447681
E02005302,5196,2058,0.396073903
E02005303,4573,1029,0.225016401
E02005304,6334,2222,0.350805178
E02005305,5466,1755,0.321075741
E02005306,5292,1830,0.345804989
E02005307,6659,2201,0.33053011
E02005308,4881,2225,0.455849211
E02005309,6075,2243,0.369218107
E02005310,6365,1561,0.245247447
E02005311,4290,1584,0.369230769
E02005312,4506,1248,0.276964048
E02005313,6249,923,0.147703633
E02005314,4789,925,0.193150971
E02005315,5769,2593,0.449471312
E02005316,4446,838,0.188484031
E02005317,5045,580,0.114965312
E02005318,5435,1905,0.35050598
E02005319,6205,1073,0.17292506
E02005320,4118,874,0.212238951
E02005321,4472,913,0.204159213
E02005322,7156,2062,0.288149804
E02005323,4938,1058,0.214256784
E02005324,4570,1651,0.361269147
E02005325,6496,2230,0.343288177
E02005326,5952,1441,0.242103495
E02005327,4357,1525,0.350011476
E02005328,5398,1829,0.338829196
E02005329,6284,1719,0.273551878
E02005330,6401,2376,0.371192001
E02005331,5561,2190,0.393814062
E02005332,5755,2203,0.382797567
E02001327,5278,627,0.118794998
E02001328,7568,1882,0.248678647
E02001329,5578,756,0.135532449
E02001330,6314,1074,0.170098194
E02001331,7285,1168,0.160329444
E02001332,4931,708,0.143581424
E02001333,5869,1203,0.204975294
E02001334,4112,404,0.098249027
E02001335,5607,1594,0.284287498
E02001336,4882,584,0.119623105
E02001337,4291,890,0.20741086
E02001338,4231,808,0.190971402
E02001339,4893,928,0.189658696
E02001340,6612,1818,0.274954628
E02001341,4897,873,0.178272412
E02001342,5216,1667,0.319593558
E02001343,5368,1813,0.337742176
E02001344,3837,984,0.256450352
E02001345,4243,1207,0.284468536
E02001346,5143,971,0.188800311
E02001347,5565,1265,0.227313567
E02001348,5381,1283,0.238431518
E02001349,6024,1495,0.248173971
E02001350,5534,1013,0.183050235
E02001351,6593,964,0.146215683
E02001352,5749,905,0.157418682
E02001353,5626,1666,0.296125133
E02001354,5517,894,0.162044589
E02001355,5038,828,0.164350933
E02001356,3868,543,0.140382627
E02001357,4940,694,0.14048583
E02001358,5310,736,0.138606403
E02001359,4403,1192,0.270724506
E02001360,6444,791,0.122749845
E02001361,5666,922,0.162725026
E02001362,5471,1137,0.207823067
E02001363,5578,970,0.173897454
E02001364,3920,495,0.12627551
E02001365,6559,1037,0.158103369
E02001366,6768,1367,0.201979905
E02001367,6888,2274,0.330139373
E02001368,4349,563,0.129455047
E02001369,6096,1016,0.166666667
E02001370,4553,526,0.115528223
E02001371,5162,971,0.188105386
E02001372,4514,1111,0.246123172
E02001373,6860,1422,0.20728863
E02001374,6580,1137,0.172796353
E02001375,5152,1077,0.209045031
E02001376,6362,812,0.12763282
E02001377,10129,987,0.097442985
E02001378,5940,1516,0.255218855
E02001380,5545,1998,0.360324617
E02001381,7252,1439,0.19842802
E02001382,5318,1981,0.372508462
E02001383,6363,1438,0.225994028
E02001384,9395,1359,0.14465141
E02001385,5650,759,0.134336283
E02001386,5525,877,0.158733032
E02001387,5965,2816,0.472087175
E02001388,7601,2162,0.284436258
E02001389,5287,1832,0.346510308
E02001390,6416,1000,0.155860349
E02001391,4341,640,0.147431467
E02001392,4162,1707,0.410139356
E02001393,5877,2697,0.458907606
E02001394,8431,2763,0.327719132
E02001395,4565,1914,0.419277108
E02001396,6422,1865,0.290407973
E02001397,5586,1967,0.352130326
E02001398,6188,2371,0.383160957
E02001399,5426,2121,0.390895687
E02001400,4942,1304,0.263860785
E02001401,5694,1832,0.321742185
E02001402,6356,2945,0.463341724
E02001403,4546,974,0.214254289
E02001404,5265,779,0.147958215
E02001405,6696,760,0.113500597
E02006932,9719,1392,0.143224612
E02006933,4829,1897,0.392834955
E02006934,4975,1975,0.396984925
E02001429,4802,1402,0.291961683
E02001430,5041,1798,0.356675263
E02001431,4938,1758,0.356014581
E02001432,6244,1587,0.254163997
E02001433,5480,1383,0.252372263
E02001434,5255,1569,0.298572788
E02001435,5789,1566,0.270513042
E02001436,6319,1921,0.304003798
E02001437,6436,2771,0.430546924
E02001438,5430,1778,0.327440147
E02001439,4331,1273,0.293927499
E02001440,4218,1943,0.460644855
E02001441,4766,2291,0.480696601
E02001442,4099,1765,0.430592828
E02001443,4026,1780,0.44212618
E02001444,4049,1520,0.375401334
E02001445,5199,1802,0.346605116
E02001446,5025,1618,0.32199005
E02001447,4232,1405,0.331994329
E02001448,5068,1703,0.336029992
E02001449,6935,2366,0.341167988
E02001450,5948,2756,0.463349025
E02001451,4375,675,0.154285714
E02001452,4638,654,0.141009056
E02001453,6373,2381,0.373607406
E02001454,5407,1486,0.274828925
E02001455,5374,1408,0.262002233
E02001456,5546,1985,0.357915615
E02001457,4917,842,0.171242628
E02001458,5767,1989,0.344893359
E02001459,5190,1073,0.206743738
E02001460,5645,1292,0.228875111
E02001461,4697,1097,0.233553332
E02001462,5615,770,0.13713268
E02001463,4878,851,0.174456745
E02001464,5067,701,0.138346161
E02001465,4828,628,0.130074565
E02001466,6250,1120,0.1792
E02001406,5747,2259,0.393074648
E02001407,4672,1598,0.342037671
E02001408,4480,1461,0.326116071
E02001409,7341,1770,0.241111565
E02001410,4308,905,0.21007428
E02001411,4336,1109,0.255765683
E02001412,6379,2075,0.325286095
E02001413,7405,1505,0.203241053
E02001414,3762,1698,0.451355662
E02001415,4774,1322,0.276916632
E02001416,4205,575,0.136741974
E02001417,5483,1104,0.201349626
E02001418,3883,892,0.229719289
E02001419,4952,713,0.143982229
E02001420,7499,2246,0.299506601
E02001421,7897,1955,0.247562365
E02001422,4508,601,0.133318545
E02001423,4641,1756,0.378366731
E02001424,9804,2236,0.228070175
E02001425,7941,1709,0.21521219
E02001426,4008,1126,0.280938124
E02001427,7574,1646,0.217322419
E02001428,3985,1634,0.410037641
E02001467,5628,1750,0.310945274
E02001468,5662,1573,0.277817026
E02001469,5722,1962,0.342887102
E02001470,6410,2187,0.341185647
E02001471,5375,1133,0.210790698
E02001472,5171,1399,0.270547283
E02001473,5605,1350,0.240856378
E02001474,5006,673,0.134438674
E02001475,4298,717,0.166821778
E02001476,5512,847,0.153664731
E02001477,5213,672,0.128908498
E02001478,5685,1198,0.210729991
E02001479,4566,1809,0.396189225
E02001480,5474,2474,0.451954695
E02001481,5964,1810,0.303487592
E02001482,5849,802,0.137117456
E02001483,5550,1713,0.308648649
E02001484,5492,1845,0.33594319
E02001485,4467,854,0.191179763
E02001486,6121,2429,0.396830583
E02001487,6668,1079,0.161817636
E02001488,6240,1785,0.286057692
E02001489,5984,2439,0.407586898
E02001490,6551,1968,0.300412151
E02001491,4792,845,0.176335559
E02001492,5336,2359,0.442091454
E02001493,5664,838,0.147951977
E02001494,5039,2579,0.511807898
E02001495,5654,1339,0.236823488
E02001496,4387,1508,0.343742877
E02001497,5795,1244,0.214667817
E02001498,5427,1913,0.352496775
E02001499,4836,1828,0.377998346
E02001500,5400,2095,0.387962963
E02001501,5660,2002,0.353710247
E02001502,6010,1948,0.324126456
E02001503,5221,2208,0.422907489
E02001504,5394,2454,0.454949944
E02001505,4588,1207,0.263077594
E02001506,6216,3455,0.555823681
E02001507,5394,1968,0.364849833
E02001508,5825,1552,0.266437768
E02002684,7081,1705,0.2407852
E02002685,5822,1386,0.238062521
E02002686,5443,719,0.13209627
E02002687,4414,843,0.190983235
E02002688,4210,769,0.182660333
E02002689,4374,1247,0.285093736
E02002691,6022,2055,0.341248755
E02002692,6627,2452,0.370001509
E02002693,5160,1622,0.314341085
E02002694,7976,2772,0.347542628
E02002695,5834,1656,0.283853274
E02002696,4504,1849,0.410523979
E02002697,5693,2107,0.370103636
E02002698,5513,1868,0.33883548
E02002699,6856,3062,0.446616103
E02002700,4378,1027,0.234582001
E02002701,6512,2369,0.363789926
E02002702,7269,2849,0.391938368
E02002703,6821,2867,0.420319601
E02002704,5556,1592,0.286537077
E02002705,4615,1811,0.392416035
E02002706,5046,1812,0.359096314
E02002707,5785,2350,0.40622299
E02002708,5294,1555,0.29372875
E02002709,5629,1745,0.310001777
E02002710,5390,1877,0.348237477
E02002711,5464,2497,0.456991215
E02002712,5610,1569,0.279679144
E02002714,5930,1719,0.289881956
E02002715,9074,4065,0.447983249
E02002716,6337,1806,0.284992899
E02002717,5467,1476,0.269983538
E02002718,5643,2756,0.488392699
E02002719,4229,1692,0.400094585
E02002720,5264,1722,0.32712766
E02002721,4630,1349,0.291360691
E02002722,6273,1239,0.197513152
E02002723,6192,1173,0.189437984
E02002724,6398,847,0.13238512
E02002725,4943,1481,0.299615618
E02006814,6141,1592,0.259241166
E02006891,5527,1766,0.319522345
E02006892,4648,1139,0.245051635
E02002652,8016,1982,0.247255489
E02002653,5837,509,0.08720233
E02002654,5113,350,0.068452963
E02002655,6336,777,0.122632576
E02002656,4024,1044,0.25944334
E02002657,5743,1110,0.193278774
E02002658,5196,1390,0.267513472
E02002659,7607,851,0.111870645
E02002660,4949,723,0.146090119
E02002661,5408,906,0.167529586
E02002662,5045,906,0.179583746
E02002663,5857,1082,0.184736213
E02002664,5764,1494,0.259195003
E02002665,6152,1898,0.308517555
E02002666,7645,898,0.117462394
E02002667,5519,1083,0.196231201
E02002668,5966,571,0.095709018
E02002669,7036,2143,0.304576464
E02002670,5592,1073,0.191881259
E02002671,6440,1099,0.170652174
E02002672,4894,434,0.088680016
E02002673,5950,980,0.164705882
E02002674,5252,1128,0.214775324
E02002675,6391,795,0.124393679
E02002676,5861,1619,0.276232725
E02002677,6498,1609,0.247614651
E02002678,5767,1044,0.181029998
E02002679,5406,1322,0.2445431
E02002680,7331,1596,0.217705634
E02002681,6341,701,0.110550386
E02002682,5942,849,0.142881185
E02006813,5732,1006,0.175505932
E02002726,7475,1243,0.166287625
E02002727,4404,304,0.069028156
E02002728,5682,719,0.126539951
E02002729,4479,994,0.221924537
E02002730,5415,727,0.134256694
E02002731,4253,443,0.104161768
E02002732,5516,1840,0.333575054
E02002733,4554,911,0.200043917
E02002734,3725,669,0.179597315
E02002735,4042,725,0.17936665
E02002736,4245,541,0.127444052
E02002737,5451,1135,0.208218675
E02002738,5436,1107,0.203642384
E02002739,4353,961,0.220767287
E02002740,3956,584,0.147623862
E02002741,6626,2000,0.301841232
E02002742,4135,1271,0.307376058
E02002743,3871,788,0.20356497
E02002744,4731,444,0.093849081
E02002745,5583,1626,0.291241268
E02002746,6260,1802,0.287859425
E02002747,5797,1866,0.321890633
E02002748,5834,1978,0.339046966
E02002749,8023,2129,0.265362084
E02002750,4767,1456,0.305433186
E02002751,4713,1337,0.283683429
E02002752,5117,1266,0.247410592
E02002753,6473,1711,0.26432875
E02002754,6156,1613,0.262020793
E02002755,5225,901,0.172440191
E02002756,5910,702,0.118781726
E02002757,4529,1143,0.252373592
E02002758,4695,663,0.141214058
E02002759,7055,2093,0.296669029
E02002760,4324,1162,0.268732655
E02002761,4989,1362,0.273000601
E02002762,4650,805,0.17311828
